aid,street_address,postal_code,municipality,population,is capital area,building,description,rent,size,build_year,tax value,euromääräinen erotus,suhteellinen erotus,rental_service,url
479631,Vaihdekuja 6,40100,Jyväskylä,,0,kerrostalo,3H+K+S,970,71,2003,659.7,-310.3,68.01%,VVO-kotikeskus Jyväskylä,/vuokra-asunto/jyvaskyla/keskusta/kerrostalo/kolmio/479631?entryPoint=fromSearch&rentalIndex=3064
484973,Ylästöntie 16 E 85,01510,Vantaa,,1,kerrostalo,2h+k+s,890,50.5,2011,605.35,-284.65,68.02%,,/vuokra-asunto/vantaa/kartanonkoski/kerrostalo/kaksio/484973?entryPoint=fromSearch&rentalIndex=117
483633,Naapurintie 10 B,00940,Helsinki,,1,kerrostalo,2h+k+kph+wc+p,890,56.5,1965,605.35,-284.65,68.02%,RE/MAX Casa Alto Oy LKV,/vuokra-asunto/helsinki/kontula/kerrostalo/kaksio/483633?entryPoint=fromSearch&rentalIndex=1256
471129,Tiilijärventie 5 B,15870,Hollola,,0,kerrostalo,3h+kt+p,851,60.5,2013,578.85,-272.15,68.02%,Newsec Asset Management  Oy,/vuokra-asunto/hollola/kerrostalo/kolmio/471129?entryPoint=fromSearch&rentalIndex=4985
469967,Nurmilinnuntie 2,02620,Espoo,,1,rivitalo,"4 h,k,sauna",1344,86,1995,914.2,-429.8,68.02%,Realia Asuntovuokraus Helsinki,/vuokra-asunto/espoo/rastaspuisto/rivitalo/4h/469967?entryPoint=fromSearch&rentalIndex=5132
482907,Tammirannantie 9 A,70910,Siilinjärvi,,0,kerrostalo,"3h,k,s,p",1100,82.5,2012,748.25,-351.75,68.02%,"Savon Asuntotoimi Oy LKV, Kuopio",/vuokra-asunto/siilinjarvi/vuorela/kerrostalo/kolmio/482907?entryPoint=fromSearch&rentalIndex=1702
484525,Työnjohtajankatu 1,20320,Turku,,0,kerrostalo,"2h, kt, s, las.parv.",641.5,42,2012,436.4,-205.1,68.03%,Realia Asuntovuokraus Turku,/vuokra-asunto/turku/malikkala/kerrostalo/kaksio/484525?entryPoint=fromSearch&rentalIndex=527
481099,Vanhanlinnantie 3,00900,Helsinki,,1,kerrostalo,"3h,k,lasitettu parveke",1235,77.5,2011,840.25,-394.75,68.04%,Realia Asuntovuokraus / Suurasiakkaat,/vuokra-asunto/helsinki/itakeskus/kerrostalo/kolmio/481099?entryPoint=fromSearch&rentalIndex=2552
479450,Hallituskatu 38,45100,Kouvola,,0,kerrostalo,2h+kk+ph+vh+parveke,500,42,1969,340.2,-159.8,68.04%,,/vuokra-asunto/kouvola/kouvola/kerrostalo/kaksio/479450?entryPoint=fromSearch&rentalIndex=3196
484111,Kirkkokatu 56,90120,Oulu,,0,kerrostalo,"2h,kk,kh",500,42,1960,340.2,-159.8,68.04%,Kiinteistötahkola | Vuokra-asunnot,/vuokra-asunto/oulu/heinapaa/kerrostalo/kaksio/484111?entryPoint=fromSearch&rentalIndex=902
377682,HENRIKINTIE 7 D,00370,Helsinki,,1,kerrostalo,1H+KK,749,39.5,1987,509.65,-239.35,68.04%,Newsec Asset Management  Oy,/vuokra-asunto/helsinki/pitajanmaki/kerrostalo/yksio/377682?entryPoint=fromSearch&rentalIndex=665
910667,Laivalahdenkaari 8,00810,Helsinki,,1,kerrostalo,3h+k+s,1222,76.5,1996,831.55,-390.45,68.05%,SATO Vuokraus ja myynti / Helsinki,/vuokra-asunto/helsinki/herttoniemi/kerrostalo/kolmio/910667?entryPoint=fromSearch&rentalIndex=3075
482913,Rajapirtintie 3 B 9,12400,Janakkala,,0,kerrostalo,1h+k+kk,360,25,1953,245,-115,68.06%,,/vuokra-asunto/janakkala/tervakoski/kerrostalo/yksio/482913?entryPoint=fromSearch&rentalIndex=1698
424662,Kasvitarhanpolku 7,26100,Rauma,,0,kerrostalo,1H+K,471,38.5,1977,320.6,-150.4,68.07%,VVO-kotikeskus Turku,/vuokra-asunto/rauma/lajo/kerrostalo/yksio/424662?entryPoint=fromSearch&rentalIndex=89
473672,Sairaalanrinne 4 H,90220,Oulu,,0,kerrostalo,3h+k+p,804,79,1974,547.4,-256.6,68.08%,Ovenia,/vuokra-asunto/oulu/kontinkangas/kerrostalo/kolmio/473672?entryPoint=fromSearch&rentalIndex=4586
473725,Kuriirikuja 6 A,01300,Vantaa,,1,kerrostalo,3h+k+s+p,1183,73.5,2013,805.45,-377.55,68.09%,Newsec Asset Management  Oy,/vuokra-asunto/vantaa/koivuhaka/kerrostalo/kolmio/473725?entryPoint=fromSearch&rentalIndex=4568
408912,Lehtorannantie 18,40520,Jyväskylä,,0,kerrostalo,4H+K+S,1082,81,2000,736.7,-345.3,68.09%,VVO-kotikeskus Jyväskylä,/vuokra-asunto/jyvaskyla/ainola/kerrostalo/4h/408912?entryPoint=fromSearch&rentalIndex=3465
467114,Viides Linja 1 B,00530,Helsinki,,1,kerrostalo,1h+k,909.19,43.5,1912,619.05,-290.14,68.09%,Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen),/vuokra-asunto/helsinki/kallio/kerrostalo/yksio/467114?entryPoint=fromSearch&rentalIndex=5373
476285,Niiralankatu 17 A,70600,Kuopio,,0,kerrostalo,"2h,k,s,p",720,49,2007,490.3,-229.7,68.10%,"Savon Asuntotoimi Oy LKV, Kuopio",/vuokra-asunto/kuopio/niirala/kerrostalo/kaksio/476285?entryPoint=fromSearch&rentalIndex=4095
484986,Itäinen Pitkäkatu 43 B,20700,Turku,,0,kerrostalo,2h+k+vh,590,53,1967,401.8,-188.2,68.10%,,/vuokra-asunto/turku/keskusta+itainen/kerrostalo/kaksio/484986?entryPoint=fromSearch&rentalIndex=107
478529,Kivimäentie 8,01620,Vantaa,,1,paritalo,"SEMI-DETACHED; 5r, s, yard",2990,215,2006,2036.5,-953.5,68.11%,Celine Oy Ab LKV AFM,/vuokra-asunto/vantaa/kivimaki/paritalo/5h+/478529?entryPoint=fromSearch&rentalIndex=3462
476884,Kulovalkeantie 12,02760,Espoo,,1,kerrostalo,2h+k+s+parveke,971.78,57,2006,661.9,-309.88,68.11%,Asuntosäätiö,/vuokra-asunto/espoo/tuomarila/kerrostalo/kaksio/476884?entryPoint=fromSearch&rentalIndex=3943
981356,Lukonmäenkatu 3,33700,Tampere,,0,kerrostalo,3h+k+s,890,75.5,1991,606.3,-283.7,68.12%,SATO Vuokraus ja myynti / Tampere,/vuokra-asunto/tampere/lukonmaki/kerrostalo/kolmio/981356?entryPoint=fromSearch&rentalIndex=5840
481041,Ratapihankatu 38 B,20100,Turku,,0,kerrostalo,2h+k+kph+lp,810,57,2013,551.9,-258.1,68.14%,Turun Seudun OP-Kiinteistökeskus Vuokravälitys,/vuokra-asunto/turku/keskusta/kerrostalo/kaksio/481041?entryPoint=fromSearch&rentalIndex=2579
481051,Ratapihankatu 38 A,20100,Turku,,0,kerrostalo,2h+k+kph+lp,810,57,2013,551.9,-258.1,68.14%,Turun Seudun OP-Kiinteistökeskus Vuokravälitys,/vuokra-asunto/turku/keskusta/kerrostalo/kaksio/481051?entryPoint=fromSearch&rentalIndex=2573
484490,Kauppakatu 26,60100,Seinäjoki,,0,kerrostalo,2h+kk+s+lasip,680,45.5,2012,463.35,-216.65,68.14%,,/vuokra-asunto/seinajoki/keskusta/kerrostalo/kaksio/484490?entryPoint=fromSearch&rentalIndex=547
484514,Pohjoinen Liipolankatu 13-15,15500,Lahti,,0,kerrostalo,"2h,kk,kph,p",565,50,1980,385,-180,68.14%,Realia Asuntovuokraus Lahti,/vuokra-asunto/lahti/liipola/kerrostalo/kaksio/484514?entryPoint=fromSearch&rentalIndex=516
447131,Sorvaajankatu 1 C 38,00880,Helsinki,,1,kerrostalo,2h+kt+parveke,977.5,57.5,2013,666.25,-311.25,68.16%,Keva,/vuokra-asunto/helsinki/herttoniemi/kerrostalo/kaksio/447131?entryPoint=fromSearch&rentalIndex=6194
468144,Abraham Wetterin tie 14 C 55,00880,Helsinki,,1,kerrostalo,2h+kt+parveke,977.5,57.5,2013,666.25,-311.25,68.16%,Keva,/vuokra-asunto/helsinki/herttoniemi/kerrostalo/kaksio/468144?entryPoint=fromSearch&rentalIndex=5308
473832,Rakentajantie 6,15870,Hollola,,0,kerrostalo,"2h,k,kph,p",610,55.5,1977,415.8,-194.2,68.16%,Realia Asuntovuokraus Lahti,/vuokra-asunto/hollola/kuntakeskus/kerrostalo/kaksio/473832?entryPoint=fromSearch&rentalIndex=4544
479124,Paratiisintie 3,20100,Turku,,0,kerrostalo,"2 h, k, s, p",720,58,1988,490.8,-229.2,68.17%,Realia Asuntovuokraus Turku,/vuokra-asunto/turku/pohjola/kerrostalo/kaksio/479124?entryPoint=fromSearch&rentalIndex=3230
481010,Halkoniemenkatu 2 B,33410,Tampere,,0,kerrostalo,2h+kt+s+p,657,43.5,2013,447.95,-209.05,68.18%,Newsec Asset Management  Oy,/vuokra-asunto/tampere/lentavanniemi/kerrostalo/kaksio/481010?entryPoint=fromSearch&rentalIndex=2588
483776,Teräskatu 7,33720,Tampere,,0,kerrostalo,2H+K,663,62,1977,452.2,-210.8,68.21%,VVO-kotikeskus Tampere,/vuokra-asunto/tampere/hervanta/kerrostalo/kaksio/483776?entryPoint=fromSearch&rentalIndex=1140
479369,Arinatie 20 D,01520,Vantaa,,1,kerrostalo,2 h + keittotila + s + lasitet,1015,60.5,2011,692.35,-322.65,68.21%,Asuntoverstas Hallinnointi ja vuokraus Oy,/vuokra-asunto/vantaa/kartanonkoski/kerrostalo/kaksio/479369?entryPoint=fromSearch&rentalIndex=3157
962692,Tervaraitti 2,90100,Oulu,,0,kerrostalo,3h+k+s,950,69.5,1999,648.15,-301.85,68.23%,SATO Vuokraus ja myynti / Oulu,/vuokra-asunto/oulu/keskusta/kerrostalo/kolmio/962692?entryPoint=fromSearch&rentalIndex=3950
469645,Hanuripolku 4,00420,Helsinki,,1,kerrostalo,3h+k,1060.9,71.5,1974,723.85,-337.05,68.23%,Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen),/vuokra-asunto/helsinki/kannelmaki/kerrostalo/kolmio/469645?entryPoint=fromSearch&rentalIndex=5180
476142,Rusthollinpolku 5 B,00910,Helsinki,,1,kerrostalo,"2h, k, kph, p, vh",835,52,1962,569.8,-265.2,68.24%,"Kallion Habita Oy, Kallio",/vuokra-asunto/helsinki/puotila/kerrostalo/kaksio/476142?entryPoint=fromSearch&rentalIndex=4120
482784,Valurinkuja 1 A,90250,Oulu,,0,kerrostalo,2h+kk+p,560,49.5,1973,382.2,-177.8,68.25%,Takuuvälitys,/vuokra-asunto/oulu/vartto/kerrostalo/kaksio/482784?entryPoint=fromSearch&rentalIndex=1749
482787,Rantatie 19,94400,Keminmaa,,0,kerrostalo,1h+kk+p,400,30,1962,273,-127,68.25%,Rakennusliike Hjulberg Oy,/vuokra-asunto/keminmaa/kirkonkyla/kerrostalo/yksio/482787?entryPoint=fromSearch&rentalIndex=1748
483099,Tallitie 3 B,13720,Hattula,,0,kerrostalo,"1h, kk, alkovi, wc/kph, vh, ra",400,30,1972,273,-127,68.25%,"Hämeenlinnan Habita Oy, Hämeenlinna",/vuokra-asunto/hattula/kerrostalo/yksio/483099?entryPoint=fromSearch&rentalIndex=1571
479783,LANSANTIE 3 B,02610,Espoo,,1,kerrostalo,1H+TUPAK,772,41.5,1991,527.05,-244.95,68.27%,Newsec Asset Management  Oy,/vuokra-asunto/espoo/kilo/kerrostalo/yksio/479783?entryPoint=fromSearch&rentalIndex=3026
935425,LANSANTIE 3 C,02610,Espoo,,1,kerrostalo,1H+TUPAK,772,41.5,1991,527.05,-244.95,68.27%,Newsec Asset Management  Oy,/vuokra-asunto/espoo/kilo/kerrostalo/yksio/935425?entryPoint=fromSearch&rentalIndex=4851
468051,Karsikkotie 1,40340,Jyväskylä,,0,kerrostalo,3h+k,719.4,69,1975,491.4,-228,68.31%,Sulun Kiinteistönhoito Oy,/vuokra-asunto/jyvaskyla/pupuhuhta/kerrostalo/kolmio/468051?entryPoint=fromSearch&rentalIndex=5317
370760,Kyyhkysmäki 9 C,02650,Espoo,,1,kerrostalo,2h+k+s,969,57,1996,661.9,-307.1,68.31%,Newsec Asset Management  Oy,/vuokra-asunto/espoo/lintuvaara/kerrostalo/kaksio/370760?entryPoint=fromSearch&rentalIndex=5624
484340,Aleksanterinkatu 31,33100,Tampere,,0,kerrostalo,2h+kk+p,580,52,1959,396.2,-183.8,68.31%,OVV Asuntopalvelut / Tampereen Mediator,/vuokra-asunto/tampere/keskusta/kerrostalo/kaksio/484340?entryPoint=fromSearch&rentalIndex=699
478844,Matinkallio 2 B,02230,Espoo,,1,kerrostalo,4h + k + s + parv,1280.96,81.5,2002,875.05,-405.91,68.31%,Asuntosäätiö,/vuokra-asunto/espoo/matinkyla/kerrostalo/4h/478844?entryPoint=fromSearch&rentalIndex=3333
474495,Pohtolankatu 57,33400,Tampere,,0,kerrostalo,3H+K,793,78,1965,541.8,-251.2,68.32%,VVO-kotikeskus Tampere,/vuokra-asunto/tampere/pohtola/kerrostalo/kolmio/474495?entryPoint=fromSearch&rentalIndex=1631
475506,Isoniemenkatu 1,33400,Tampere,,0,kerrostalo,3H+K,793,78,1965,541.8,-251.2,68.32%,VVO-kotikeskus Tampere,/vuokra-asunto/tampere/pohtola/kerrostalo/kolmio/475506?entryPoint=fromSearch&rentalIndex=4244
473473,Viimankatu 1 B 30 (Rantaperkiö-Härmälä alueella),33900,Tampere,,0,kerrostalo,2-3h + k+ s+ khh + 2 las.p,1050,78.5,2009,717.45,-332.55,68.33%,Uudenmaan Vuokra-Asunnot,/vuokra-asunto/tampere/harmala/kerrostalo/kolmio/473473?entryPoint=fromSearch&rentalIndex=4618
472033,Valtterintie 2,40900,Jyväskylä,,0,kerrostalo,1h+kk,420,32.5,1975,287,-133,68.33%,WH-Asunnot,/vuokra-asunto/jyvaskyla/saynatsalo/kerrostalo/yksio/472033?entryPoint=fromSearch&rentalIndex=4863
476639,Valtterintie 2,40900,Jyväskylä,,0,kerrostalo,1h+k,420,32.5,1977,287,-133,68.33%,WH-Asunnot,/vuokra-asunto/jyvaskyla/saynatsalo/kerrostalo/kaksio/476639?entryPoint=fromSearch&rentalIndex=3997
483388,Piilipuuntie 1 D,02200,Espoo,,1,kerrostalo,3h + kk + s + parveke,1102.28,67.5,2012,753.25,-349.03,68.34%,Asuntosäätiö,/vuokra-asunto/espoo/suurpelto/kerrostalo/kolmio/483388?entryPoint=fromSearch&rentalIndex=1409
483620,Lapintie 32,33100,Tampere,,0,kerrostalo,"2h, k, s, ph, p, ransk. p",740,51,1998,505.7,-234.3,68.34%,Kiinteistömaailma | Kiinteistönvälitys Klingendahl Oy,/vuokra-asunto/tampere/armonkallio/kerrostalo/kaksio/483620?entryPoint=fromSearch&rentalIndex=892
469713,Kokkokallionkatu 7 B,15170,Lahti,,0,kerrostalo,3h + k + kph + p,760,74,1971,519.4,-240.6,68.34%,Vuokraturva Oy LKV [A],/vuokra-asunto/lahti/tonttila/kerrostalo/kolmio/469713?entryPoint=fromSearch&rentalIndex=5169
381165,Tamppikuja 1 A,33720,Tampere,,0,kerrostalo,2h+k+s,785,55,2007,536.5,-248.5,68.34%,Newsec Asset Management  Oy,/vuokra-asunto/tampere/hervanta/kerrostalo/kaksio/381165?entryPoint=fromSearch&rentalIndex=1417
956824,Tamppikuja 1 A,33720,Tampere,,0,kerrostalo,2h+k+s,785,55,2007,536.5,-248.5,68.34%,Newsec Asset Management  Oy,/vuokra-asunto/tampere/hervanta/kerrostalo/kaksio/956824?entryPoint=fromSearch&rentalIndex=1419
483223,Suomenlahdentie 1,02230,Espoo,,1,kerrostalo,3h + k,1216.47,76.5,2001,831.55,-384.92,68.36%,Asuntosäätiö,/vuokra-asunto/espoo/matinkyla/kerrostalo/kolmio/483223?entryPoint=fromSearch&rentalIndex=1511
416714,Puutarhakatu 12 as 20,20100,Turku,,0,kerrostalo,3h+k+s+parveke,940,81,1991,642.6,-297.4,68.36%,,/vuokra-asunto/turku/keskusta/kerrostalo/kolmio/416714?entryPoint=fromSearch&rentalIndex=5797
484874,Rakentajantie 6,15870,Hollola,,0,kerrostalo,"2h,k,kph,p",600,54.5,1977,410.2,-189.8,68.37%,Realia Asuntovuokraus Lahti,/vuokra-asunto/hollola/kuntakeskus/kerrostalo/kaksio/484874?entryPoint=fromSearch&rentalIndex=194
484486,Väinö Tannerin tie 15,01510,Vantaa,,1,kerrostalo,2H+K+S,929.93,54,2008,635.8,-294.13,68.37%,Ovenia Isännöinti Oy,/vuokra-asunto/vantaa/pakkala/kerrostalo/kaksio/484486?entryPoint=fromSearch&rentalIndex=596
465044,Viherkummuntie 2,01670,Vantaa,,1,paritalo,5h+k+s,1585,105.5,1995,1083.85,-501.15,68.38%,"TA-Yhtymä Oy, Espoo",/vuokra-asunto/vantaa/vantaanlaakso/paritalo/5h+/465044?entryPoint=fromSearch&rentalIndex=5551
484894,Pitkänsillankatu 20b,67100,Kokkola,,0,kerrostalo,"3h,k,s",780,76.5,1939,533.4,-246.6,68.38%,"SKV Kiinteistönvälitys, Kokkola",/vuokra-asunto/kokkola/kokkola/kerrostalo/kolmio/484894?entryPoint=fromSearch&rentalIndex=180
477452,Näyttelijäntie 5-7 D,00400,Helsinki,,1,kerrostalo,2h + kk + kph + vh + p,890,42.5,1956,608.75,-281.25,68.40%,Vuokraturva Oy LKV [A],/vuokra-asunto/helsinki/pohjois-haaga/kerrostalo/kaksio/477452?entryPoint=fromSearch&rentalIndex=3789
481094,Nurmilinnuntie 2,02620,Espoo,,1,rivitalo,"4 h, k, sauna,",1349,87,1995,922.9,-426.1,68.41%,Realia Asuntovuokraus Helsinki,/vuokra-asunto/espoo/rastaspuisto/rivitalo/4h/481094?entryPoint=fromSearch&rentalIndex=2548
455698,Kulovalkeantie 21,02760,Espoo,,1,kerrostalo,"2h,kt,sauna,lasitettu parveke",853,48,2013,583.6,-269.4,68.42%,Realia Asuntovuokraus / Suurasiakkaat,/vuokra-asunto/espoo/tuomarila/kerrostalo/kaksio/455698?entryPoint=fromSearch&rentalIndex=5958
481096,Kulovalkeantie 21,02760,Espoo,,1,kerrostalo,"2h,kt,sauna,lasitettu parveke",853,48,2013,583.6,-269.4,68.42%,Realia Asuntovuokraus / Suurasiakkaat,/vuokra-asunto/espoo/tuomarila/kerrostalo/kaksio/481096?entryPoint=fromSearch&rentalIndex=2549
484676,Kolmionkatu 4,33900,Tampere,,0,kerrostalo,2H+KK,711,48.5,2008,486.45,-224.55,68.42%,VVO-kotikeskus Tampere,/vuokra-asunto/tampere/hatanpaa/kerrostalo/kaksio/484676?entryPoint=fromSearch&rentalIndex=392
901806,Matkusniemenkatu 1 B,70840,Kuopio,,0,kerrostalo,3h+k+s,936,68.5,2010,640.45,-295.55,68.42%,Newsec Asset Management  Oy,/vuokra-asunto/kuopio/saaristokaupunki/kerrostalo/kolmio/901806?entryPoint=fromSearch&rentalIndex=1248
396565,Kulmavuorenkatu 6,00500,Helsinki,,1,kerrostalo,3h+kk,1454,80,1910,995,-459,68.43%,SATO Vuokraus ja myynti / Helsinki,/vuokra-asunto/helsinki/sornainen/kerrostalo/kolmio/396565?entryPoint=fromSearch&rentalIndex=3804
477374,Maalinauhantie 4,01280,Vantaa,,1,rivitalo,3h + k + kph + s + vh + piha,1150,79.5,1979,787.05,-362.95,68.44%,Vuokraturva Oy LKV [A],/vuokra-asunto/vantaa/rajakyla/rivitalo/kolmio/477374?entryPoint=fromSearch&rentalIndex=3800
414110,Osuuskunnankatu 3,33710,Tampere,,0,kerrostalo,2 h + k,716.38,49,2003,490.3,-226.08,68.44%,Kaukajärviosuuskunta,/vuokra-asunto/tampere/kaukajarvi/kerrostalo/kaksio/414110?entryPoint=fromSearch&rentalIndex=6518
455488,Vähälinnankatu 21 A 5,28100,Pori,,0,kerrostalo,2h+K+S,750,52,2012,513.4,-236.6,68.45%,,/vuokra-asunto/pori/keskusta/kerrostalo/kaksio/455488?entryPoint=fromSearch&rentalIndex=5963
442360,Arinatie 16 B,01520,Vantaa,,1,kerrostalo,2h+kt+s+parveke,928.07,54,2011,635.8,-292.27,68.51%,Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen),/vuokra-asunto/vantaa/kartanonkoski/kerrostalo/kaksio/442360?entryPoint=fromSearch&rentalIndex=6284
478078,Sairashuoneenkatu 6,20100,Turku,,0,kerrostalo,"2h, k, kph, parveke",660,62,1955,452.2,-207.8,68.52%,Realia Asuntovuokraus Turku,/vuokra-asunto/turku/kerrostalo/kaksio/478078?entryPoint=fromSearch&rentalIndex=3627
479161,Pihkatie 5,00410,Helsinki,,1,kerrostalo,2h+k,895,57.5,1983,613.25,-281.75,68.52%,SATO Vuokraus ja myynti / Helsinki,/vuokra-asunto/helsinki/malminkartano/kerrostalo/kaksio/479161?entryPoint=fromSearch&rentalIndex=3223
484770,PITÄJÄNMÄENTIE 35 F,00370,Helsinki,,1,kerrostalo,3H+K,1091,74.5,1978,747.55,-343.45,68.52%,Newsec Asset Management  Oy,/vuokra-asunto/helsinki/pitajanmaki/kerrostalo/kolmio/484770?entryPoint=fromSearch&rentalIndex=331
469892,Tiilijärventie 5 B,15870,Hollola,,0,kerrostalo,2h+kt+p,738,51,2013,505.7,-232.3,68.52%,Newsec Asset Management  Oy,/vuokra-asunto/hollola/kerrostalo/kaksio/469892?entryPoint=fromSearch&rentalIndex=5147
479506,Hagelstamintie 27,01520,Vantaa,,1,kerrostalo,3H+K+S,1150,71.5,2004,788.05,-361.95,68.53%,Ovenia Isännöinti Oy,/vuokra-asunto/vantaa/kartanonkoski/kerrostalo/kolmio/479506?entryPoint=fromSearch&rentalIndex=3111
472535,Lehtikuusentie 1,26100,Rauma,,0,kerrostalo,"4h, k",950,97.5,1975,651,-299,68.53%,SKV Rauma,/vuokra-asunto/rauma/lajo/kerrostalo/4h/472535?entryPoint=fromSearch&rentalIndex=4805
319537,Uudenmaankatu 18 as,20500,Turku,,0,kerrostalo,"2h,k,kph,parv.",570,51,1960,390.6,-179.4,68.53%,"Aktia Kiinteistönvälitys Oy, Turku, Aktia Fastighetsförmedling Ab, Åbo",/vuokra-asunto/turku/kerrostalo/kaksio/319537?entryPoint=fromSearch&rentalIndex=4489
478870,Tornipolku 8,90130,Oulu,,0,kerrostalo,"2h,k,vh,kh,lasit.parv",570,51,1978,390.6,-179.4,68.53%,Kiinteistötahkola | Vuokra-asunnot,/vuokra-asunto/oulu/intio/kerrostalo/kaksio/478870?entryPoint=fromSearch&rentalIndex=3324
473726,Kuriirikuja 6 A,01300,Vantaa,,1,kerrostalo,3h+k+s+vh+p,1188,74.5,2013,814.15,-373.85,68.53%,Newsec Asset Management  Oy,/vuokra-asunto/vantaa/koivuhaka/kerrostalo/kolmio/473726?entryPoint=fromSearch&rentalIndex=4569
483114,Klariksentie 2 B,02200,Espoo,,1,kerrostalo,2H+KK,915,53,2010,627.1,-287.9,68.54%,VVO-kotikeskus Helsinki,/vuokra-asunto/espoo/suurpelto/kerrostalo/kaksio/483114?entryPoint=fromSearch&rentalIndex=1564
479826,Kalliomäki 38 A,02490,Siuntio,,0,kerrostalo,2h + k + kph + p,627,58,1965,429.8,-197.2,68.55%,Vuokraturva Oy LKV [A],/vuokra-asunto/siuntio/pikkala/kerrostalo/kaksio/479826?entryPoint=fromSearch&rentalIndex=3000
485065,Joukahaisentie 7,06150,Porvoo,,0,kerrostalo,3H+K,774,76,1975,530.6,-243.4,68.55%,VVO-kotikeskus Järvenpää,/vuokra-asunto/porvoo/kevatkumpu/kerrostalo/kolmio/485065?entryPoint=fromSearch&rentalIndex=39
483745,Piilipuuntie 1 D,02200,Espoo,,1,kerrostalo,2h + kk + parveke,902,52,2012,618.4,-283.6,68.56%,Asuntosäätiö,/vuokra-asunto/espoo/suurpelto/kerrostalo/kaksio/483745?entryPoint=fromSearch&rentalIndex=1161
482683,Ulvilantie 17 a F,00350,Helsinki,,1,kerrostalo,1h + kk + kph,625,25,1957,428.5,-196.5,68.56%,Vuokraturva Oy LKV [A],/vuokra-asunto/helsinki/munkkivuori/kerrostalo/yksio/482683?entryPoint=fromSearch&rentalIndex=1824
482032,Keskuspuistokatu 4 A,94100,Kemi,,0,kerrostalo,"1h,k",390,29,1956,267.4,-122.6,68.56%,"Kemin OP-Kiinteistökeskus Oy, LKV",/vuokra-asunto/kemi/sauvosaari/kerrostalo/yksio/482032?entryPoint=fromSearch&rentalIndex=2129
473790,Tornitaso 7 A,02120,Espoo,,1,kerrostalo,"1h,kk",790,36,1959,541.8,-248.2,68.58%,"Kiinteistömaailma | Espoo, Tapiola Ykkösneliöt Oy LKV",/vuokra-asunto/espoo/tapiola/kerrostalo/yksio/473790?entryPoint=fromSearch&rentalIndex=4553
484103,Kerttulinkatu 3 A,20500,Turku,,0,kerrostalo,3h + k + kph + lasitettu p,790,78,1961,541.8,-248.2,68.58%,Vuokraturva Oy LKV [A],/vuokra-asunto/turku/keskusta/kerrostalo/kolmio/484103?entryPoint=fromSearch&rentalIndex=908
391327,Kalliotie 15,90500,Oulu,,0,kerrostalo,2H+K,643,60,1980,441,-202,68.58%,VVO-kotikeskus Oulu,/vuokra-asunto/oulu/tuira/kerrostalo/kaksio/391327?entryPoint=fromSearch&rentalIndex=3145
312643,Lentävänniemenkatu 4,33410,Tampere,,0,kerrostalo,2h+k,651,61,1973,446.6,-204.4,68.60%,SATO Vuokraus ja myynti / Tampere,/vuokra-asunto/tampere/lentavanniemi/kerrostalo/kaksio/312643?entryPoint=fromSearch&rentalIndex=3869
484114,Lentävänniemenkatu 4 A,33410,Tampere,,0,kerrostalo,2h+k+kph+parveke,651,61,1973,446.6,-204.4,68.60%,Pirkan OP-Kiinteistökeskus Oy LKV Tampere,/vuokra-asunto/tampere/lentavanniemi/kerrostalo/kaksio/484114?entryPoint=fromSearch&rentalIndex=897
477236,Sorvaajankatu 1 C 43,00880,Helsinki,,1,kerrostalo,2h+kt+parveke,952,56,2013,653.2,-298.8,68.61%,Keva,/vuokra-asunto/helsinki/herttoniemi/kerrostalo/kaksio/477236?entryPoint=fromSearch&rentalIndex=3840
481068,Halkoniemenkatu 2 B,33410,Tampere,,0,kerrostalo,1h+tpk+s+p,636,42,2013,436.4,-199.6,68.62%,Newsec Asset Management  Oy,/vuokra-asunto/tampere/lentavanniemi/kerrostalo/yksio/481068?entryPoint=fromSearch&rentalIndex=2560
475387,Liisankatu 9,00170,Helsinki,,1,kerrostalo,"2 h, k, kh, vh",1390,76,1908,953.8,-436.2,68.62%,Realia Asuntovuokraus Helsinki,/vuokra-asunto/helsinki/kruununhaka/kerrostalo/kaksio/475387?entryPoint=fromSearch&rentalIndex=4254
481282,Suursuontie 14 A,00630,Helsinki,,1,kerrostalo,3H+K+KPH+P,1180,74,2012,809.8,-370.2,68.63%,Smartmove Oy,/vuokra-asunto/helsinki/oulunkyla/kerrostalo/kolmio/481282?entryPoint=fromSearch&rentalIndex=2459
482170,Suursuontie 14 A,00630,Helsinki,,1,kerrostalo,3H+K+KPH+P,1180,74,2012,809.8,-370.2,68.63%,Smartmove Oy,/vuokra-asunto/helsinki/oulunkyla/kerrostalo/kolmio/482170?entryPoint=fromSearch&rentalIndex=2090
417764,Uitontie 10,87200,Kajaani,,0,kerrostalo,1H+KK,410,31.5,1975,281.4,-128.6,68.63%,VVO-kotikeskus Kuopio,/vuokra-asunto/kajaani/linnantaus/kerrostalo/yksio/417764?entryPoint=fromSearch&rentalIndex=774
461704,Tarhurintie 11,01350,Vantaa,,1,luhtitalo,5H+K+S,1522,101,2013,1044.7,-477.3,68.64%,AVAIN Asumisoikeus Oy,/vuokra-asunto/vantaa/hiekkaharju/luhtitalo/5h+/461704?entryPoint=fromSearch&rentalIndex=5748
