aid,street_address,postal_code,municipality,population,is capital area,building,description,rent,size,build_year,tax value,euromääräinen erotus,suhteellinen erotus,rental_service,url
481985,Hagelstamintie 27,01520,Vantaa,,1,kerrostalo,2H+KK+S,937,49.5,2004,596.65,-340.35,63.68%,Ovenia Isännöinti Oy,/vuokra-asunto/vantaa/kartanonkoski/kerrostalo/kaksio/481985?entryPoint=fromSearch&rentalIndex=2160
482451,Kolkankatu 19,15140,Lahti,,0,kerrostalo,"1h,kk,p",643,38.5,2009,409.45,-233.55,63.68%,Realia Asuntovuokraus Lahti,/vuokra-asunto/lahti/keskusta/kerrostalo/yksio/482451?entryPoint=fromSearch&rentalIndex=1947
479914,Yrjönkatu 9 A,15100,Lahti,,0,kerrostalo,2h + k + kph + lasitettu p,565,45.5,1963,359.8,-205.2,63.68%,Vuokraturva Oy LKV [A],/vuokra-asunto/lahti/keskusta/kerrostalo/kaksio/479914?entryPoint=fromSearch&rentalIndex=2956
484871,Peltokuja 2,11130,Riihimäki,,0,kerrostalo,"2h, kk, s",788,50.5,2013,501.85,-286.15,63.69%,Realia Asuntovuokraus Hyvinkää,/vuokra-asunto/riihimaki/keskusta/kerrostalo/kaksio/484871?entryPoint=fromSearch&rentalIndex=191
474025,Ahjonkatu 1 B,05800,Hyvinkää,,0,kerrostalo,2h+kt+s,933,62.5,2013,594.25,-338.75,63.69%,Newsec Asset Management  Oy,/vuokra-asunto/hyvinkaa/kerrostalo/kaksio/474025?entryPoint=fromSearch&rentalIndex=4524
481811,Rauhalanpuisto 4,02230,Espoo,,1,kerrostalo,TPK,677,30.5,2003,431.35,-245.65,63.71%,VVO-kotikeskus Helsinki,/vuokra-asunto/espoo/matinkyla/kerrostalo/481811?entryPoint=fromSearch&rentalIndex=2243
989981,Härmälänsaarenkatu 11,33900,Tampere,,0,kerrostalo,2H+KK+S,697,43,2002,444.1,-252.9,63.72%,VVO-kotikeskus Tampere,/vuokra-asunto/tampere/harmala/kerrostalo/kaksio/989981?entryPoint=fromSearch&rentalIndex=885
319843,Haltianpolku 10,04440,Järvenpää,,0,kerrostalo,2H+K,670,57.5,1974,427,-243,63.73%,VVO-kotikeskus Järvenpää,/vuokra-asunto/jarvenpaa/jamppa/kerrostalo/kaksio/319843?entryPoint=fromSearch&rentalIndex=1736
484772,Haltianpolku 17 B,04440,Järvenpää,,0,kerrostalo,2h + k + kph + vh + p,670,57.5,1975,427,-243,63.73%,Vuokraturva Oy LKV [A],/vuokra-asunto/jarvenpaa/jamppa/kerrostalo/kaksio/484772?entryPoint=fromSearch&rentalIndex=314
477682,Huiskulantie 3 as,20380,Turku,,0,paritalo,3h+k,850,78,1975,541.8,-308.2,63.74%,Turun Seudun OP-Kiinteistökeskus Vuokravälitys,/vuokra-asunto/turku/yli-maaria/paritalo/kolmio/477682?entryPoint=fromSearch&rentalIndex=3739
475124,Selkäsuonkatu 9,13100,Hämeenlinna,,0,kerrostalo,"2h,kk,s,p",757,48,2007,482.6,-274.4,63.75%,Realia Asuntovuokraus Hämeenlinna,/vuokra-asunto/hameenlinna/myllymaki/kerrostalo/kaksio/475124?entryPoint=fromSearch&rentalIndex=4302
450380,Hakasuontie 19 c,01690,Vantaa,,1,paritalo,4h+ k+ s,1625,100,2011,1036,-589,63.75%,,/vuokra-asunto/vantaa/ylasto/paritalo/4h/450380?entryPoint=fromSearch&rentalIndex=6124
476784,Nuottaniementie 3,02230,Espoo,,1,rivitalo,4h+k+s,1550,105,1982,988.5,-561.5,63.77%,Capital Haus LKV Oy,/vuokra-asunto/espoo/nuottaniemi/rivitalo/4h/476784?entryPoint=fromSearch&rentalIndex=3934
467647,Alahanganpolku 2,15160,Lahti,,0,rivitalo,4h+k+s,1300,93,2012,829.1,-470.9,63.78%,,/vuokra-asunto/lahti/karisto/rivitalo/4h/467647?entryPoint=fromSearch&rentalIndex=5352
481442,Isoniemenkatu 1,33400,Tampere,,0,kerrostalo,2H+K,630,53,1965,401.8,-228.2,63.78%,VVO-kotikeskus Tampere,/vuokra-asunto/tampere/pohtola/kerrostalo/kaksio/481442?entryPoint=fromSearch&rentalIndex=2393
385175,Veturitallinkatu 1 A,40100,Jyväskylä,,0,kerrostalo,2h+k+s,811,52.5,2008,517.25,-293.75,63.78%,Newsec Asset Management  Oy,/vuokra-asunto/jyvaskyla/keskusta/kerrostalo/kaksio/385175?entryPoint=fromSearch&rentalIndex=4185
482216,Jontikka 4,40100,Jyväskylä,,0,kerrostalo,"3h,k,s",992,67.5,2011,632.75,-359.25,63.79%,Realia Asuntovuokraus Jyväskylä,/vuokra-asunto/jyvaskyla/lutakko/kerrostalo/kolmio/482216?entryPoint=fromSearch&rentalIndex=2062
476124,Rantakartanontie 19,00910,Helsinki,,1,kerrostalo,3h+k,1283,75,2000,818.5,-464.5,63.80%,SATO Vuokraus ja myynti / Helsinki,/vuokra-asunto/helsinki/puotila/kerrostalo/kolmio/476124?entryPoint=fromSearch&rentalIndex=4125
475116,KERTTULINKUJA 3,00810,Helsinki,,1,kerrostalo,3H+K+S+P,1392,83,1997,888.1,-503.9,63.80%,Newsec Asset Management  Oy,/vuokra-asunto/helsinki/herttoniemi/kerrostalo/kolmio/475116?entryPoint=fromSearch&rentalIndex=4304
483612,Kalliolanrinne 3 A,00510,Helsinki,,1,kerrostalo,1h,720,28,1939,459.4,-260.6,63.81%,"Helsingin OPKK, Hakaniemi",/vuokra-asunto/helsinki/alppiharju/kerrostalo/yksio/483612?entryPoint=fromSearch&rentalIndex=1269
474017,Ahjonkatu 1 B,05800,Hyvinkää,,0,kerrostalo,2h+kt+s,883,58.5,2013,563.45,-319.55,63.81%,Newsec Asset Management  Oy,/vuokra-asunto/hyvinkaa/kerrostalo/kaksio/474017?entryPoint=fromSearch&rentalIndex=4520
466913,Uudenmaankatu 4 D,20500,Turku,,0,kerrostalo,4 h + k + p,1020,97.5,1961,651,-369,63.82%,Asuntoverstas Vaula,/vuokra-asunto/turku/kerrostalo/4h/466913?entryPoint=fromSearch&rentalIndex=5407
994058,Rautatienkatu 74,90400,Oulu,,0,kerrostalo,1h+kk+s,545,30.5,2012,347.85,-197.15,63.83%,SATO Vuokraus ja myynti / Oulu,/vuokra-asunto/oulu/kerrostalo/yksio/994058?entryPoint=fromSearch&rentalIndex=1664
471012,Meriviitantie 6,02330,Espoo,,1,kerrostalo,2h+kt+s+parv,921.15,48.5,2008,587.95,-333.2,63.83%,Asuntosäätiö,/vuokra-asunto/espoo/saunalahti/kerrostalo/kaksio/471012?entryPoint=fromSearch&rentalIndex=5003
384433,Vaihdekuja 6,40100,Jyväskylä,,0,kerrostalo,2H+KT,738,46.5,2003,471.05,-266.95,63.83%,VVO-kotikeskus Jyväskylä,/vuokra-asunto/jyvaskyla/keskusta/kerrostalo/kaksio/384433?entryPoint=fromSearch&rentalIndex=333
483412,Sotkankatu 21 A,33230,Tampere,,0,kerrostalo,"2 h, keittiö, kph, vh, lasitet",660,56.5,1970,421.4,-238.6,63.85%,Pirkan OP-Kiinteistökeskus Oy LKV Tampere,/vuokra-asunto/tampere/amuri/kerrostalo/kaksio/483412?entryPoint=fromSearch&rentalIndex=1387
484004,Hikivuorenkatu 12 B 7,33710,Tampere,,0,kerrostalo,2h+k,660,56.5,1974,421.4,-238.6,63.85%,WH-Asunnot,/vuokra-asunto/tampere/annala/kerrostalo/kaksio/484004?entryPoint=fromSearch&rentalIndex=968
320480,Agronominkatu 7,00790,Helsinki,,1,kerrostalo,2H+KT,805,40,2011,514,-291,63.85%,VVO-kotikeskus Helsinki,/vuokra-asunto/helsinki/viikki/kerrostalo/kaksio/320480?entryPoint=fromSearch&rentalIndex=3765
439249,NIITTAAJANKATU 5 B,00810,Helsinki,,1,kerrostalo,2H+K+S+P,1057,58.5,2001,674.95,-382.05,63.86%,Newsec Asset Management  Oy,/vuokra-asunto/helsinki/herttoniemi/kerrostalo/kaksio/439249?entryPoint=fromSearch&rentalIndex=1250
480835,Repolankatu 3 C 19,80220,Joensuu,,0,kerrostalo,3h+k+p,809,73.5,1976,516.6,-292.4,63.86%,WH-Asunnot,/vuokra-asunto/joensuu/penttila/kerrostalo/kolmio/480835?entryPoint=fromSearch&rentalIndex=2640
484439,Lutherinkatu 4 A,00100,Helsinki,,1,kerrostalo,1h + avok + kph,800,33,1925,510.9,-289.1,63.86%,Vuokraturva Oy LKV [A],/vuokra-asunto/helsinki/etu-toolo/kerrostalo/yksio/484439?entryPoint=fromSearch&rentalIndex=600
482389,Kototie 10 B,60100,Seinäjoki,,0,kerrostalo,"1h, k, kh",480,36,1971,306.6,-173.4,63.88%,Seinäjoen Kotijoukkue Oy,/vuokra-asunto/seinajoki/kivisto/kerrostalo/yksio/482389?entryPoint=fromSearch&rentalIndex=1987
484655,Radanpää 6,15100,Lahti,,0,kerrostalo,"2h,kt,kph,s,p",791.7,51,2010,505.7,-286,63.88%,Realia Asuntovuokraus Lahti,/vuokra-asunto/lahti/asemantausta/kerrostalo/kaksio/484655?entryPoint=fromSearch&rentalIndex=416
482358,Nokelantie 46,90150,Oulu,,0,kerrostalo,"2h,kk,kh",550,44,1963,351.4,-198.6,63.89%,Kiinteistötahkola | Vuokra-asunnot,/vuokra-asunto/oulu/nokela/kerrostalo/kaksio/482358?entryPoint=fromSearch&rentalIndex=1999
484524,Århusinkatu 3,20320,Turku,,0,kerrostalo,"2h, k, kph, lasitettu parveke",620,52,1970,396.2,-223.8,63.90%,Realia Asuntovuokraus Turku,/vuokra-asunto/turku/suikkila/kerrostalo/kaksio/484524?entryPoint=fromSearch&rentalIndex=526
479073,Vuorikatu 5 B,15110,Lahti,,0,kerrostalo,"2 h,kk,palvelijanh.,kh,p",690,60,1949,441,-249,63.91%,LIT-Vuokrahuoneistot,/vuokra-asunto/lahti/keskusta/kerrostalo/kaksio/479073?entryPoint=fromSearch&rentalIndex=3261
482014,Näsilinnankatu 17,33230,Tampere,,0,kerrostalo,3h+k,760,68,1957,485.8,-274.2,63.92%,OVV Asuntopalvelut / Tampereen Mediator,/vuokra-asunto/tampere/keskusta/kerrostalo/kolmio/482014?entryPoint=fromSearch&rentalIndex=2138
477357,Kotkatie 6,02620,Espoo,,1,kerrostalo,2h+kk,854,49,1965,546.1,-307.9,63.95%,SATO Vuokraus ja myynti / Helsinki,/vuokra-asunto/espoo/karakallio/kerrostalo/kaksio/477357?entryPoint=fromSearch&rentalIndex=3809
484035,Joupinmäenrinne 4 A,02760,Espoo,,1,kerrostalo,1h + avok + kph,650,32.5,1979,415.75,-234.25,63.96%,Vuokraturva Oy LKV [A],/vuokra-asunto/espoo/suvela/kerrostalo/yksio/484035?entryPoint=fromSearch&rentalIndex=958
479567,Eteläkatu 1,26100,Rauma,,0,kerrostalo,"2h,kk",580,47.5,1971,371,-209,63.97%,SKV Rauma,/vuokra-asunto/rauma/kerrostalo/kaksio/479567?entryPoint=fromSearch&rentalIndex=3086
408631,Kilpisenkatu 16,40100,Jyväskylä,,0,kerrostalo,3H+K+S,959,65,1996,613.5,-345.5,63.97%,VVO-kotikeskus Jyväskylä,/vuokra-asunto/jyvaskyla/keskusta/kerrostalo/kolmio/408631?entryPoint=fromSearch&rentalIndex=4213
456574,Helsinginkatu 13,20500,Turku,,0,kerrostalo,2H+KK,892.64,59.5,2012,571.15,-321.49,63.98%,YH Kodit Oy,/vuokra-asunto/turku/kerrostalo/kaksio/456574?entryPoint=fromSearch&rentalIndex=5933
482870,Nikkarinkatu 2 A,60100,Seinäjoki,,0,kerrostalo,"1 h, k, kph, s, lasitettu p",570,32.7,2013,364.79,-205.21,64.00%,Sp-Koti Seinäjoen Oma Koti Oy,/vuokra-asunto/seinajoki/uppa/kerrostalo/yksio/482870?entryPoint=fromSearch&rentalIndex=1723
449165,Vanha Hämeentie 16 A,20540,Turku,,0,kerrostalo,"2h,k,s",760,48.5,2013,486.45,-273.55,64.01%,Turun Seudun OP-Kiinteistökeskus Vuokravälitys,/vuokra-asunto/turku/nummi/kerrostalo/kaksio/449165?entryPoint=fromSearch&rentalIndex=6147
951843,Isotuvankatu 1,24260,Salo,,0,kerrostalo,1H+KK,457,33.5,1974,292.6,-164.4,64.03%,VVO-kotikeskus Turku,/vuokra-asunto/salo/ollikkala/kerrostalo/yksio/951843?entryPoint=fromSearch&rentalIndex=2154
479793,Multavierunkatu 1 D,20100,Turku,,0,kerrostalo,2 h + k + parveke,680,59,1961,435.4,-244.6,64.03%,Asuntoverstas Vaula,/vuokra-asunto/turku/keskusta/kerrostalo/kaksio/479793?entryPoint=fromSearch&rentalIndex=3017
484141,Ollinojankatu 4 C,33400,Tampere,,0,rivitalo,2h+k+s+p+piha,730,54.5,1990,467.7,-262.3,64.07%,Vuokramaailma Tampere,/vuokra-asunto/tampere/lielahti/rivitalo/kaksio/484141?entryPoint=fromSearch&rentalIndex=864
474710,Nokitontunkuja 2,02200,Espoo,,1,luhtitalo,2h+kk+s,870,45,1994,557.5,-312.5,64.08%,"TA-Asunnot Oy, Espoo",/vuokra-asunto/espoo/tontunmaki/luhtitalo/kaksio/474710?entryPoint=fromSearch&rentalIndex=4401
474486,Suuruspääntie 1,40520,Jyväskylä,,0,kerrostalo,1H+TPK+S,687,42.5,1997,440.25,-246.75,64.08%,VVO-kotikeskus Jyväskylä,/vuokra-asunto/jyvaskyla/suuruspaa/kerrostalo/yksio/474486?entryPoint=fromSearch&rentalIndex=4436
482710,Kiikkulankatu 7 C 16,15950,Lahti,,0,kerrostalo,2h+k+p+kh+vh,675,58.5,1971,432.6,-242.4,64.09%,WH-Asunnot,/vuokra-asunto/lahti/jalkaranta/kerrostalo/kaksio/482710?entryPoint=fromSearch&rentalIndex=1805
445119,Helsinginkatu 13,20500,Turku,,0,kerrostalo,2H+KK,818.99,53.5,2012,524.95,-294.04,64.10%,YH Kodit Oy,/vuokra-asunto/turku/kerrostalo/kaksio/445119?entryPoint=fromSearch&rentalIndex=6243
468142,Abraham Wetterin tie 14 B 21,00880,Helsinki,,1,kerrostalo,2h+kt+parveke,1053,58.5,2013,674.95,-378.05,64.10%,Keva,/vuokra-asunto/helsinki/herttoniemi/kerrostalo/kaksio/468142?entryPoint=fromSearch&rentalIndex=5309
475875,Tiimalasintie 5,02330,Espoo,,1,kerrostalo,2h+kt,829,42,2013,531.4,-297.6,64.10%,Realia Asuntovuokraus / Suurasiakkaat,/vuokra-asunto/espoo/saunalahti/kerrostalo/kaksio/475875?entryPoint=fromSearch&rentalIndex=4159
474026,Ahjonkatu 1 B,05800,Hyvinkää,,0,kerrostalo,2h+k+s,933,63,2013,598.1,-334.9,64.11%,Newsec Asset Management  Oy,/vuokra-asunto/hyvinkaa/kerrostalo/kaksio/474026?entryPoint=fromSearch&rentalIndex=4525
474799,Upinniementie 539,02480,Kirkkonummi,,0,omakotitalo,"3h, k, kph, wc, varasto",950,90,1900,609,-341,64.11%,"Kallion Habita Oy, Kallio",/vuokra-asunto/kirkkonummi/omakotitalo/kolmio/474799?entryPoint=fromSearch&rentalIndex=4383
484443,Opiskelijankatu 16,33720,Tampere,,0,kerrostalo,4h+k+kph+lasit.p,950,90,1972,609,-341,64.11%,,/vuokra-asunto/tampere/hervanta/kerrostalo/4h/484443?entryPoint=fromSearch&rentalIndex=598
484192,Torikatu 12,11100,Riihimäki,,0,kerrostalo,1h+kk+kph+vh+p,570,39,1985,365.4,-204.6,64.11%,,/vuokra-asunto/riihimaki/keskusta/kerrostalo/yksio/484192?entryPoint=fromSearch&rentalIndex=811
476859,Mesenaatintie 4 B,00350,Helsinki,,1,kerrostalo,2h + kph + k,890,46.5,1992,570.55,-319.45,64.11%,,/vuokra-asunto/helsinki/talinranta/kerrostalo/kaksio/476859?entryPoint=fromSearch&rentalIndex=3728
479154,Rautatienkatu 72,90400,Oulu,,0,kerrostalo,3h+kk+s,975,66.5,2012,625.05,-349.95,64.11%,SATO Vuokraus ja myynti / Oulu,/vuokra-asunto/oulu/kerrostalo/kolmio/479154?entryPoint=fromSearch&rentalIndex=3220
481228,Märventie 2,36240,Kangasala,,0,kerrostalo,1h+kk,465,34.5,1975,298.2,-166.8,64.13%,,/vuokra-asunto/kangasala/nattari/kerrostalo/yksio/481228?entryPoint=fromSearch&rentalIndex=2479
482187,Mannerheimintie 134 A,00270,Helsinki,,1,kerrostalo,1h + kk + kph,620,22,1941,397.6,-222.4,64.13%,Vuokraturva Oy LKV [A],/vuokra-asunto/helsinki/meilahti/kerrostalo/yksio/482187?entryPoint=fromSearch&rentalIndex=2084
470015,Kilterinkaari 10 as,01600,Vantaa,,1,kerrostalo,1h+kt+alkovi+parveke,774,38,2013,496.6,-277.4,64.16%,Newsec Asset Management  Oy,/vuokra-asunto/vantaa/myyrmaki/kerrostalo/yksio/470015?entryPoint=fromSearch&rentalIndex=5126
480456,Näsilinnankatu 4,33210,Tampere,,0,kerrostalo,"2h,k",696,61,1975,446.6,-249.4,64.17%,Realia Asuntovuokraus Tampere,/vuokra-asunto/tampere/keskusta/kerrostalo/kaksio/480456?entryPoint=fromSearch&rentalIndex=2792
480496,Tavastinkatu 8,21100,Naantali,,0,omakotitalo,1h+k+s,600,50,1904,385,-215,64.17%,Naantalin Laki ja LKV Avoin Yhtiö LKV [A],/vuokra-asunto/naantali/keskusta/omakotitalo/yksio/480496?entryPoint=fromSearch&rentalIndex=2775
467994,Arinatie 10,01520,Vantaa,,1,kerrostalo,"2h,avok.,vh,sauna,lasitettu pa",984,53.5,2013,631.45,-352.55,64.17%,Realia Asuntovuokraus / Suurasiakkaat,/vuokra-asunto/vantaa/kartanonkoski/kerrostalo/kaksio/467994?entryPoint=fromSearch&rentalIndex=5326
480306,Satamakatu 23,40100,Jyväskylä,,0,kerrostalo,2h+k+s+parveke,860,57,2008,551.9,-308.1,64.17%,Ovenia (Keskinäinen Eläkevakuutusyhtiö Etera),/vuokra-asunto/jyvaskyla/lutakko/kerrostalo/kaksio/480306?entryPoint=fromSearch&rentalIndex=2853
470606,Mahlamäentie 4,01900,Nurmijärvi,,0,kerrostalo,"2h, k, kph, s",800,52,2013,513.4,-286.6,64.18%,Realia Asuntovuokraus Hyvinkää,/vuokra-asunto/nurmijarvi/kerrostalo/kaksio/470606?entryPoint=fromSearch&rentalIndex=5065
483990,Joukolantie 1,03100,Vihti,,0,kerrostalo,"2h,kk,s",770,49.5,2010,494.15,-275.85,64.18%,"SKV Kiinteistönvälitys, Nummela",/vuokra-asunto/vihti/nummela/kerrostalo/kaksio/483990?entryPoint=fromSearch&rentalIndex=991
479419,Nelikkotie 8,02230,Espoo,,1,kerrostalo,5-6H+K+S,1960,125.5,2003,1257.85,-702.15,64.18%,Pohjola Kiinteistösijoitus Oy,/vuokra-asunto/espoo/kerrostalo/479419?entryPoint=fromSearch&rentalIndex=3140
481122,Panimokatu 14 A,15140,Lahti,,0,kerrostalo,1h + kk + kph + lasitettu p,650,39.5,2013,417.15,-232.85,64.18%,Vuokraturva Oy LKV [A],/vuokra-asunto/lahti/keskusta/kerrostalo/yksio/481122?entryPoint=fromSearch&rentalIndex=2525
483575,Panimokatu 14 as,15140,Lahti,,0,kerrostalo,"1 h,alkovi,kh,lasit.p",650,39.5,2013,417.15,-232.85,64.18%,LIT-Vuokrahuoneistot,/vuokra-asunto/lahti/keskusta/kerrostalo/yksio/483575?entryPoint=fromSearch&rentalIndex=1285
484565,Pääskylänkatu 5 A,00500,Helsinki,,1,kerrostalo,1h + k + kph + alkovi,780,32,1938,500.6,-279.4,64.18%,Vuokraturva Oy LKV [A],/vuokra-asunto/helsinki/sornainen/kerrostalo/yksio/484565?entryPoint=fromSearch&rentalIndex=479
484006,Meritullinraitti 1,90100,Oulu,,0,kerrostalo,"1h,kk,s,p(lasit)",500,27,1999,320.9,-179.1,64.18%,OVV Asuntopalvelut,/vuokra-asunto/oulu/keskusta/kerrostalo/yksio/484006?entryPoint=fromSearch&rentalIndex=967
484332,Kellonsoittajankatu 2 as,20500,Turku,,0,kerrostalo,2h + kk,530,42,1956,340.2,-189.8,64.19%,Asuntoverstas Vaula,/vuokra-asunto/turku/kerrostalo/kaksio/484332?entryPoint=fromSearch&rentalIndex=707
484518,Länsiportti 4,02210,Espoo,,1,kerrostalo,"1 h, kk, vh, kh, parveke",660,33.5,1972,423.65,-236.35,64.19%,Realia Asuntovuokraus Helsinki,/vuokra-asunto/espoo/olari/kerrostalo/yksio/484518?entryPoint=fromSearch&rentalIndex=520
440478,Abraham Wetterin tie 10 A 1,00880,Helsinki,,1,kerrostalo,3h+k+sauna+lasitettu parveke,1275,75,2013,818.5,-456.5,64.20%,Keva,/vuokra-asunto/helsinki/herttoniemi/kerrostalo/kolmio/440478?entryPoint=fromSearch&rentalIndex=6308
414484,Rautatienkatu 10 B,15100,Lahti,,0,kerrostalo,"2 h,kk,kh",495,38,1961,317.8,-177.2,64.20%,LIT-Vuokrahuoneistot,/vuokra-asunto/lahti/keskusta/kerrostalo/kaksio/414484?entryPoint=fromSearch&rentalIndex=5593
480174,Pähkinämäenkatu 6 C,33840,Tampere,,0,kerrostalo,"1h, keittiö, kph",460,34,1969,295.4,-164.6,64.22%,Pirkan OP-Kiinteistökeskus Oy LKV Tampere,/vuokra-asunto/tampere/peltolammi/kerrostalo/yksio/480174?entryPoint=fromSearch&rentalIndex=2903
484512,Rakentajantie 8,15870,Hollola,,0,kerrostalo,"1 h, kk, kh, alk., p",460,34,1982,295.4,-164.6,64.22%,Realia Asuntovuokraus Lahti,/vuokra-asunto/hollola/kuntakeskus/kerrostalo/yksio/484512?entryPoint=fromSearch&rentalIndex=514
484889,Porrassalmenkatu 3,50100,Mikkeli,,0,kerrostalo,"2 h, k",630,53.5,1972,404.6,-225.4,64.22%,"SKV Kiinteistönvälitys, Mikkeli",/vuokra-asunto/mikkeli/keskusta/kerrostalo/kaksio/484889?entryPoint=fromSearch&rentalIndex=175
481706,Kivimiehenkatu 6,11100,Riihimäki,,0,kerrostalo,3H+K,765,69,1965,491.4,-273.6,64.24%,VVO-kotikeskus Järvenpää,/vuokra-asunto/riihimaki/hirsimaki/kerrostalo/kolmio/481706?entryPoint=fromSearch&rentalIndex=2280
482278,Siltasaarenkärki 3 C,00530,Helsinki,,1,kerrostalo,1h + k + kph + alkovi,1100,52,1911,706.6,-393.4,64.24%,Vuokraturva Oy LKV [A],/vuokra-asunto/helsinki/siltasaari/kerrostalo/yksio/482278?entryPoint=fromSearch&rentalIndex=2028
484222,Pyhäselänkatu 21 C 22,80220,Joensuu,,0,kerrostalo,2h+k+p,730,65,1973,469,-261,64.25%,WH-Asunnot,/vuokra-asunto/joensuu/vehkalahti/kerrostalo/kaksio/484222?entryPoint=fromSearch&rentalIndex=796
481902,Itkonniemenkatu 4B,70500,Kuopio,,0,kerrostalo,2h + kt + s,847,56,2011,544.2,-302.8,64.25%,Realia Asuntovuokraus Kuopio,/vuokra-asunto/kuopio/itkonniemi/kerrostalo/kaksio/481902?entryPoint=fromSearch&rentalIndex=2189
433055,Sarvijaakonkatu 11,33540,Tampere,,0,kerrostalo,2H+KK+S,799,52,1995,513.4,-285.6,64.26%,VVO-kotikeskus Tampere,/vuokra-asunto/tampere/kaleva/kerrostalo/kaksio/433055?entryPoint=fromSearch&rentalIndex=4131
468385,Vaihdekuja 6,40100,Jyväskylä,,0,kerrostalo,2H+KT,733,46.5,2003,471.05,-261.95,64.26%,VVO-kotikeskus Jyväskylä,/vuokra-asunto/jyvaskyla/keskusta/kerrostalo/kaksio/468385?entryPoint=fromSearch&rentalIndex=5292
472525,Aulangontie 31,13210,Hämeenlinna,,0,kerrostalo,2h+k+parveke,660,57,1976,424.2,-235.8,64.27%,,/vuokra-asunto/hameenlinna/keskusta/kerrostalo/kaksio/472525?entryPoint=fromSearch&rentalIndex=4809
468080,Abraham Wetterin tie 8 A 9,00880,Helsinki,,1,kerrostalo,3h+kt+sauna+parveke,1266.5,74.5,2013,814.15,-452.35,64.28%,Keva,/vuokra-asunto/helsinki/herttoniemi/kerrostalo/kolmio/468080?entryPoint=fromSearch&rentalIndex=5313
481779,Siulakaarre 5,93600,Kuusamo,,0,rivitalo,1H+kk+kph,490,37.5,1973,315,-175,64.29%,Kiinteistötahkola | Vuokra-asunnot,/vuokra-asunto/kuusamo/rivitalo/yksio/481779?entryPoint=fromSearch&rentalIndex=2252
476276,Porthaninkatu 6 C,20500,Turku,,0,kerrostalo,2-3 h + k + lasitettu parveke,625,53,1958,401.8,-223.2,64.29%,Asuntoverstas Vaula,/vuokra-asunto/turku/kerrostalo/kaksio/476276?entryPoint=fromSearch&rentalIndex=4099
482353,Kauppakartanonkuja 3,00930,Helsinki,,1,kerrostalo,3H+K,1181,76,1975,759.4,-421.6,64.30%,VVO-kotikeskus Helsinki,/vuokra-asunto/helsinki/itakeskus/kerrostalo/kolmio/482353?entryPoint=fromSearch&rentalIndex=2000
484118,Eerikinkatu 7a A,20100,Turku,,0,kerrostalo,2 h + k,590,49,1936,379.4,-210.6,64.31%,Asuntoverstas Vaula,/vuokra-asunto/turku/kerrostalo/kaksio/484118?entryPoint=fromSearch&rentalIndex=895
483152,Pursikatu 17,53900,Lappeenranta,,0,kerrostalo,3H+K+S+P,960,65.5,2013,617.35,-342.65,64.31%,"Kiinteistömaailma | Lappeenranta, Tehonelikko Oy LKV",/vuokra-asunto/lappeenranta/pallo-tyysterniemi/kerrostalo/kolmio/483152?entryPoint=fromSearch&rentalIndex=1536
479083,Humaltarhantie 5 C,06450,Porvoo,,0,kerrostalo,3h + kk + kph + p,677,59,1976,435.4,-241.6,64.31%,Vuokraturva Oy LKV [A],/vuokra-asunto/porvoo/eestinmaki/kerrostalo/kolmio/479083?entryPoint=fromSearch&rentalIndex=3258
465277,Lönnrotinkatu 20 B,70500,Kuopio,,0,kerrostalo,"3h,k,p",790,72,1970,508.2,-281.8,64.33%,"Savon Asuntotoimi Oy LKV, Kuopio",/vuokra-asunto/kuopio/mannisto/kerrostalo/kolmio/465277?entryPoint=fromSearch&rentalIndex=5529
471771,Krattivuorentie 5,02320,Espoo,,1,paritalo,5h+k+khh+s,1820,115.5,1994,1170.85,-649.15,64.33%,"TA-Asunnot Oy, Espoo",/vuokra-asunto/espoo/laurinlahti/paritalo/5h+/471771?entryPoint=fromSearch&rentalIndex=4918
484929,Otavantie 5,00200,Helsinki,,1,kerrostalo,1h + kk,650,24,1938,418.2,-231.8,64.34%,,/vuokra-asunto/helsinki/lauttasaari/kerrostalo/yksio/484929?entryPoint=fromSearch&rentalIndex=216
483185,Pursikatu 17,53900,Lappeenranta,,0,kerrostalo,2h+kk+s,720,45.5,2013,463.35,-256.65,64.35%,"Kiinteistömaailma | Lappeenranta, Tehonelikko Oy LKV",/vuokra-asunto/lappeenranta/pallo-tyysterniemi/kerrostalo/kaksio/483185?entryPoint=fromSearch&rentalIndex=1531
474037,Ahjonkatu 1 B,05800,Hyvinkää,,0,kerrostalo,3h+kt+s,1025,71,2013,659.7,-365.3,64.36%,Newsec Asset Management  Oy,/vuokra-asunto/hyvinkaa/kerrostalo/kolmio/474037?entryPoint=fromSearch&rentalIndex=4530
478957,Säterinkatu 2 B 26,01520,Vantaa,,1,kerrostalo,"2h+kt+sauna,lasitettu parveke",920,49,2012,592.3,-327.7,64.38%,,/vuokra-asunto/vantaa/tammisto/kerrostalo/kaksio/478957?entryPoint=fromSearch&rentalIndex=3294
455570,Tursonkatu 3 A,33540,Tampere,,0,kerrostalo,2h+k+s,899,60.5,2013,578.85,-320.15,64.39%,Newsec Asset Management  Oy,/vuokra-asunto/tampere/kaleva/kerrostalo/kaksio/455570?entryPoint=fromSearch&rentalIndex=5961
