"","municipality","aid","street_address","postal_code","population","is capital area","building","description","rent","size","build_year","tax value","euromääräinen erotus","suhteellinen erotus","rental_service","url","rent_per_sqm","geo.lat","geo_lontest","lat","lon","mun_lat","mun_lon","geodistance_m","distance_to_hel","avg_size","avg_geodistance","avg_rent","avg_rent_per_sqm","diff_to_avg_price","diff_to_avg_price_per_sqm","geo.lon","geo.lat","mun_geo.lon","mun_geo.lat"
"255","Espoo",475166,"Elosalamantie 2 F-G ja 4 H-I","02100",NA,1,"kerrostalo","2h+kk",960,38.5,2013,500.95,-459.05,"52.18%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/475166?entryPoint=fromSearch&rentalIndex=4299",24.9350649350649,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-207.35574610245,7.62980407814198,24.8079867,60.1719596,24.6559,60.2054911
"256","Espoo",477808,"Tuomarilantie 9","02760",NA,1,"kerrostalo","3h+kk+s",1110,71,1999,783.7,-326.3,"70.60%","TA-Asunnot Oy, Espoo","/vuokra-asunto/espoo/tuomarila/kerrostalo/kolmio/477808?entryPoint=fromSearch&rentalIndex=3699",15.6338028169014,60.2055714,60.2055714,24.6818327,60.2055714,24.6559,60.2054911,1438.08743934943,14779.7827671643,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-57.35574610245,-1.67145804002155,24.6818327,60.2055714,24.6559,60.2054911
"257","Espoo",966783,"LANSANTIE 3 C","02610",NA,1,"kerrostalo","2H+K+S",868,50.5,1991,605.35,-262.65,"69.74%","Newsec Asset Management  Oy","/vuokra-asunto/espoo/kilo/kerrostalo/kaksio/966783?entryPoint=fromSearch&rentalIndex=5843",17.1881188118812,60.2163894,60.2163894,24.7730058,60.2163894,24.6559,60.2054911,6605.42287505281,10537.4515533684,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-299.35574610245,-0.117142045041767,24.7730058,60.2163894,24.6559,60.2054911
"258","Espoo",482494,"Itäranta 3 B","02110",NA,1,"kerrostalo","Unfurnished 3r, balc,PARKING",1500,74,1962,743.6,-756.4,"49.57%","Celine Oy Ab LKV AFM","/vuokra-asunto/espoo/tapiola/kerrostalo/kolmio/482494?entryPoint=fromSearch&rentalIndex=1921",20.2702702702703,60.1731929,60.1731929,24.8239685,60.1731929,24.6559,60.2054911,9994.85390073719,6361.93076712353,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,332.64425389755,2.96500941334731,24.8239685,60.1731929,24.6559,60.2054911
"259","Espoo",476845,"Valakuja 8","02770",NA,1,"kerrostalo","2h,avok., sauna, iso terassi",966,52.5,2012,622.75,-343.25,"64.47%","Realia Asuntovuokraus / Suurasiakkaat","/vuokra-asunto/espoo/kiltakallio/kerrostalo/kaksio/476845?entryPoint=fromSearch&rentalIndex=3956",18.4,60.2027299,60.2027299,24.6602211,60.2027299,24.6559,60.2054911,389.956285898677,15862.4489241081,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-201.35574610245,1.09473914307704,24.6602211,60.2027299,24.6559,60.2054911
"260","Espoo",482473,"Nelikkokuja 10","02230",NA,1,"kerrostalo","2h+k+s",1182,52,2008,618.4,-563.6,"52.32%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/matinkyla/kerrostalo/kaksio/482473?entryPoint=fromSearch&rentalIndex=1942",22.7307692307692,60.161331,60.161331,24.7418421,60.161331,24.6559,60.2054911,6852.07124031046,10953.2558204519,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,14.64425389755,5.42550837384627,24.7418421,60.161331,24.6559,60.2054911
"261","Espoo",483100,"Matinniitynkuja 1 B","02230",NA,1,"kerrostalo","2 h, kk",870,43.5,2013,544.45,-325.55,"62.58%","Helsingin OPKK, Iso Omena","/vuokra-asunto/espoo/matinkyla/kerrostalo/kaksio/483100?entryPoint=fromSearch&rentalIndex=1570",20,60.160032,60.160032,24.7451076,60.160032,24.6559,60.2054911,7082.23991764862,10786.5881669102,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-297.35574610245,2.69473914307704,24.7451076,60.160032,24.6559,60.2054911
"262","Espoo",480217,"Ruorimiehenkatu 5 D","02320",NA,1,"kerrostalo","2h+kk+kph+p",840,55,1976,593.5,-246.5,"70.65%",NA,"/vuokra-asunto/espoo/espoonlahti/kerrostalo/kaksio/480217?entryPoint=fromSearch&rentalIndex=2881",15.2727272727273,60.1475899,60.1475899,24.6505241,60.1475899,24.6559,60.2054911,6457.9751014043,16176.7618930518,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-327.35574610245,-2.03253358419568,24.6505241,60.1475899,24.6559,60.2054911
"263","Espoo",442985,"Soukanahde 4","02360",NA,1,"kerrostalo","2H+K",973,63,1969,656.7,-316.3,"67.49%","VVO-kotikeskus Helsinki","/vuokra-asunto/espoo/soukka/kerrostalo/kaksio/442985?entryPoint=fromSearch&rentalIndex=1929",15.4444444444444,60.1403432,60.1403432,24.6742798,60.1403432,24.6559,60.2054911,7329.81811851367,15031.8898832207,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-194.35574610245,-1.86081641247851,24.6742798,60.1403432,24.6559,60.2054911
"264","Espoo",481627,"Nuijavuori 1","02630",NA,1,"kerrostalo","4h,k,s,parveke",1100,90,1990,949,-151,"86.27%","Realia Asuntovuokraus Helsinki","/vuokra-asunto/espoo/kilo/kerrostalo/4h/481627?entryPoint=fromSearch&rentalIndex=2318",12.2222222222222,60.2113953,60.2113953,24.768249,60.2113953,24.6559,60.2054911,6264.23058748617,10512.0536153204,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-67.35574610245,-5.08303863470073,24.768249,60.2113953,24.6559,60.2054911
"265","Espoo",466199,"Tuomarilankatu 1","02760",NA,1,"kerrostalo","2H+K+S",848.06,61.5,2000,701.05,-147.01,"82.67%","Ovenia Isännöinti Oy","/vuokra-asunto/espoo/tuomarila/kerrostalo/kaksio/466199?entryPoint=fromSearch&rentalIndex=1513",13.789593495935,60.2051654,60.2051654,24.6839006,60.2051654,24.6559,60.2054911,1553.16551777459,14657.1962014504,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-319.29574610245,-3.515667360988,24.6839006,60.2051654,24.6559,60.2054911
"266","Espoo",961123,"Elosalamantie 2 A-E ja 4 A-G","02100",NA,1,"kerrostalo","2h+k",773,51.5,1966,565.85,-207.15,"73.20%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/961123?entryPoint=fromSearch&rentalIndex=1660",15.0097087378641,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-394.35574610245,-2.29555211905888,24.8079867,60.1719596,24.6559,60.2054911
"267","Espoo",415237,"Nelikkokuja 10","02230",NA,1,"kerrostalo","2h+k+s",1248,58.5,2008,674.95,-573.05,"54.08%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/matinkyla/kerrostalo/kaksio/415237?entryPoint=fromSearch&rentalIndex=2422",21.3333333333333,60.161331,60.161331,24.7418421,60.161331,24.6559,60.2054911,6852.07124031046,10953.2558204519,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,80.64425389755,4.02807247641038,24.7418421,60.161331,24.6559,60.2054911
"268","Espoo",477214,"Piilipuuntie 1 C","02200",NA,1,"kerrostalo","3h+kk+pihaterassi",1093.44,67.5,2012,753.25,-340.19,"68.89%","Asuntosäätiö","/vuokra-asunto/espoo/suurpelto/kerrostalo/kolmio/477214?entryPoint=fromSearch&rentalIndex=3847",16.1991111111111,60.1850196,60.1850196,24.7397957,60.1850196,24.6559,60.2054911,5182.64348983209,11150.2730978734,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-73.9157461024499,-1.10614974581184,24.7397957,60.1850196,24.6559,60.2054911
"269","Espoo",463489,"Meripoiju 1","02320",NA,1,"kerrostalo","4H+K",1263,100.5,1973,952.95,-310.05,"75.45%","VVO-kotikeskus Helsinki","/vuokra-asunto/espoo/kivenlahti/kerrostalo/4h/463489?entryPoint=fromSearch&rentalIndex=5651",12.5671641791045,60.1555249,60.1555249,24.6325271,60.1555249,24.6559,60.2054911,5716.11455834589,17057.6482669474,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,95.64425389755,-4.73809667781848,24.6325271,60.1555249,24.6559,60.2054911
"270","Espoo",481151,"Poutapolku 3","02110",NA,1,"kerrostalo","2h+k+kph+parveke",950,52.5,1956,711.75,-238.25,"74.92%","Espoon Helvi Oy LKV","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/481151?entryPoint=fromSearch&rentalIndex=2514",18.0952380952381,60.181982,60.181982,24.8134681,60.181982,24.6559,60.2054911,9124.85113386983,7063.3676919933,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-217.35574610245,0.789977238315139,24.8134681,60.181982,24.6559,60.2054911
"271","Espoo",473447,"Kyyhkysmäki 16","02650",NA,1,"kerrostalo","2 h, k, sauna, parveke",830,59,1995,679.3,-150.7,"81.84%","Realia Asuntovuokraus Helsinki","/vuokra-asunto/espoo/kerrostalo/kaksio/473447?entryPoint=fromSearch&rentalIndex=4626",14.0677966101695,60.2284044,60.2284044,24.807844,60.2284044,24.6559,60.2054911,8801.28334617398,9745.01372993198,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-337.35574610245,-3.23746424675346,24.807844,60.2284044,24.6559,60.2054911
"272","Espoo",481535,"Vanha muuralantie","02770",NA,1,"luhtitalo","Tupakeittiö+alkovi+sauna",650,26,2013,392.2,-257.8,"60.34%","Kiinteistötahkola | Vuokra-asunnot","/vuokra-asunto/espoo/muurala/luhtitalo/yksio/481535?entryPoint=fromSearch&rentalIndex=2350",25,60.2137205,60.2137205,24.6365011,60.2137205,24.6559,60.2054911,1413.36584008343,17445.6283493654,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-517.35574610245,7.69473914307704,24.6365011,60.2137205,24.6559,60.2054911
"273","Espoo",474330,"Elosalamantie 2 F-G ja 4 H-I","02100",NA,1,"kerrostalo","2h+k+s",1187,50.5,2013,605.35,-581.65,"51.00%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/474330?entryPoint=fromSearch&rentalIndex=4469",23.5049504950495,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,19.64425389755,6.19968963812655,24.8079867,60.1719596,24.6559,60.2054911
"274","Espoo",464554,"Klariksentie 2 D","02200",NA,1,"kerrostalo","3H+K+S",1171,71,2010,783.7,-387.3,"66.93%","VVO-kotikeskus Helsinki","/vuokra-asunto/espoo/suurpelto/kerrostalo/kolmio/464554?entryPoint=fromSearch&rentalIndex=5577",16.4929577464789,60.1841556,60.1841556,24.7407589,60.1841556,24.6559,60.2054911,5273.41592226461,11083.3343716784,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,3.64425389755002,-0.812303110444084,24.7407589,60.1841556,24.6559,60.2054911
"275","Espoo",455698,"Kulovalkeantie 21","02760",NA,1,"kerrostalo","2h,kt,sauna,lasitettu parveke",853,48,2013,583.6,-269.4,"68.42%","Realia Asuntovuokraus / Suurasiakkaat","/vuokra-asunto/espoo/tuomarila/kerrostalo/kaksio/455698?entryPoint=fromSearch&rentalIndex=5958",17.7708333333333,60.2078912,60.2078912,24.6854453,60.2078912,24.6559,60.2054911,1660.01300949887,14658.977498068,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-314.35574610245,0.465572476410376,24.6854453,60.2078912,24.6559,60.2054911
"276","Espoo",955689,"Malmiportti 4 C-D","02200",NA,1,"kerrostalo","2h+k+s",1015,50.5,2010,605.35,-409.65,"59.64%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/niittymaa/kerrostalo/kaksio/955689?entryPoint=fromSearch&rentalIndex=3362",20.0990099009901,60.1698362,60.1698362,24.7828239,60.1698362,24.6559,60.2054911,8085.38343409402,8635.49774290772,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-152.35574610245,2.79374904406714,24.7828239,60.1698362,24.6559,60.2054911
"277","Espoo",322164,"Elosalamantie 2 A-E ja 4 A-G","02100",NA,1,"kerrostalo","3h+k",924,69,1966,704.1,-219.9,"76.20%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kolmio/322164?entryPoint=fromSearch&rentalIndex=3357",13.3913043478261,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-243.35574610245,-3.91395650909687,24.8079867,60.1719596,24.6559,60.2054911
"278","Espoo",481933,"Kaupinkalliontie 5","02100",NA,1,"kerrostalo","2h+kk",1416,55,2012,644.5,-771.5,"45.52%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/481933?entryPoint=fromSearch&rentalIndex=2181",25.7454545454545,60.1785714,60.1785714,24.8019944,60.1785714,24.6559,60.2054911,8641.93364810312,7632.23259733959,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,248.64425389755,8.44019368853159,24.8019944,60.1785714,24.6559,60.2054911
"279","Espoo",337460,"Kuunsirppi 6","02210",NA,1,"kerrostalo","1h+kk",686,28.5,1974,384.15,-301.85,"56.00%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/olari/kerrostalo/yksio/337460?entryPoint=fromSearch&rentalIndex=3367",24.0701754385965,60.1734188,60.1734188,24.7236202,60.1734188,24.6559,60.2054911,5185.08365849827,11928.0553033216,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-481.35574610245,6.76491458167353,24.7236202,60.1734188,24.6559,60.2054911
"280","Espoo",479913,"Markkinakatu 2","02230",NA,1,"kerrostalo","2h+avokeittiö+s",995,63,2007,714.1,-280.9,"71.77%","Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","/vuokra-asunto/espoo/matinkyla/kerrostalo/kaksio/479913?entryPoint=fromSearch&rentalIndex=2953",15.7936507936508,60.1607605,60.1607605,24.7366801,60.1607605,24.6559,60.2054911,6703.03569243859,11244.4506175114,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-172.35574610245,-1.51161006327216,24.7366801,60.1607605,24.6559,60.2054911
"281","Espoo",972005,"Porarinkatu 2 D-E","02650",NA,1,"kerrostalo","2h+kk+s",1087,48,2010,583.6,-503.4,"53.69%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/vallikallio/kerrostalo/kaksio/972005?entryPoint=fromSearch&rentalIndex=1662",22.6458333333333,60.22495,60.22495,24.8200128,60.22495,24.6559,60.2054911,9352.70005911693,8987.73759460349,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-80.35574610245,5.34057247641038,24.8200128,60.22495,24.6559,60.2054911
"282","Espoo",483234,"Kulovalkeantie 12","02760",NA,1,"kerrostalo","1h + alk + kk + s + parv",850.34,45.5,2006,561.85,-288.49,"66.07%","Asuntosäätiö","/vuokra-asunto/espoo/tuomarila/kerrostalo/yksio/483234?entryPoint=fromSearch&rentalIndex=1509",18.6887912087912,60.2071968,60.2071968,24.6812186,60.2071968,24.6559,60.2054911,1416.77455831815,14861.9290168504,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-317.01574610245,1.38353035186825,24.6812186,60.2071968,24.6559,60.2054911
"283","Espoo",477207,"Pohjoisviitta 1 A","02330",NA,1,"kerrostalo","2h + k + s + terassi",979.94,57.5,2011,666.25,-313.69,"67.99%","Asuntosäätiö","/vuokra-asunto/espoo/saunalahti/kerrostalo/kaksio/477207?entryPoint=fromSearch&rentalIndex=3850",17.0424347826087,60.1663886,60.1663886,24.6122151,60.1663886,24.6559,60.2054911,4985.53624953473,18111.6902850169,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-187.41574610245,-0.262826074314258,24.6122151,60.1663886,24.6559,60.2054911
"284","Espoo",484519,"Kala-Maija 4","02230",NA,1,"kerrostalo","3 h, k, sauna",999,64,1995,722.8,-276.2,"72.35%","Realia Asuntovuokraus Helsinki","/vuokra-asunto/espoo/matinkyla/kerrostalo/kolmio/484519?entryPoint=fromSearch&rentalIndex=521",15.609375,60.1589998,60.1589998,24.740901,60.1589998,24.6559,60.2054911,7005.73732448167,11031.1582947722,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-168.35574610245,-1.69588585692296,24.740901,60.1589998,24.6559,60.2054911
"285","Espoo",470024,"Kaitalahdenranta 15","02260",NA,1,"erillistalo","5h, k, s, tkh",3300,328,1980,2750.2,-549.8,"83.34%","Kiinteistömaailma | Espoo,  Espoon Kodit Oy LKV, Kauppakeskus Lippulaiva","/vuokra-asunto/espoo/erillistalo/5h+/470024?entryPoint=fromSearch&rentalIndex=5125",10.0609756097561,60.1410864,60.1410864,24.6904091,60.1410864,24.6559,60.2054911,7426.93771064352,14139.9958361458,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,2132.64425389755,-7.24428524716686,24.6904091,60.1410864,24.6559,60.2054911
"286","Espoo",479250,"Ristihaantie 8","02750",NA,1,"kerrostalo","2h+kk+s+p",830,50,2006,601,-229,"72.41%",NA,"/vuokra-asunto/espoo/ymmersta/kerrostalo/kaksio/479250?entryPoint=fromSearch&rentalIndex=3197",16.6,60.2053333,60.2053333,24.7139028,60.2053333,24.6559,60.2054911,3216.51929875127,13066.8833623854,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-337.35574610245,-0.705260856922955,24.7139028,60.2053333,24.6559,60.2054911
"287","Espoo",984702,"Kulovalkeantie 17 A","02760",NA,1,"kerrostalo","2h+k+s",926,51,2009,609.7,-316.3,"65.84%","Newsec Asset Management  Oy","/vuokra-asunto/espoo/tuomarila/kerrostalo/kaksio/984702?entryPoint=fromSearch&rentalIndex=3913",18.156862745098,60.2068103,60.2068103,24.6845271,60.2068103,24.6559,60.2054911,1594.2334830855,14673.7334833341,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-241.35574610245,0.851601888175082,24.6845271,60.2068103,24.6559,60.2054911
"288","Espoo",473129,"Kotkatie 6","02620",NA,1,"kerrostalo","3h+k",1063,74,1965,743.6,-319.4,"69.95%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/karakallio/kerrostalo/kolmio/473129?entryPoint=fromSearch&rentalIndex=4728",14.3648648648649,60.2301545,60.2301545,24.7628578,60.2301545,24.6559,60.2054911,6534.79834762322,11827.8281378908,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-104.35574610245,-2.94039599205809,24.7628578,60.2301545,24.6559,60.2054911
"289","Espoo",483415,"Yläportti 1 E","02210",NA,1,"kerrostalo","6h + k + 2 x kph + wc + s + vh",1980,182,1970,1596.8,-383.2,"80.65%","Vuokraturva Oy LKV [A]","/vuokra-asunto/espoo/olari/kerrostalo/5h+/483415?entryPoint=fromSearch&rentalIndex=1378",10.8791208791209,60.1751048,60.1751048,24.7350412,60.1751048,24.6559,60.2054911,5544.35047201277,11302.3032455667,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,812.64425389755,-6.42613997780208,24.7350412,60.1751048,24.6559,60.2054911
"290","Espoo",481156,"Itätuulenkuja 5 C","02100",NA,1,"kerrostalo","3h + k + kph + wc + lasitettu",1750,101,1982,956.9,-793.1,"54.68%","Vuokraturva Oy LKV [A]","/vuokra-asunto/espoo/tapiola/kerrostalo/kolmio/481156?entryPoint=fromSearch&rentalIndex=2511",17.3267326732673,60.1739818,60.1739818,24.8037965,60.1739818,24.6559,60.2054911,8924.7846339048,7484.86144675117,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,582.64425389755,0.0214718163443699,24.8037965,60.1739818,24.6559,60.2054911
"291","Espoo",984732,"Kulovalkeantie 17 B","02760",NA,1,"kerrostalo","3h+k+s",1189,73,2009,801.1,-387.9,"67.38%","Newsec Asset Management  Oy","/vuokra-asunto/espoo/tuomarila/kerrostalo/kolmio/984732?entryPoint=fromSearch&rentalIndex=5231",16.2876712328767,60.2068103,60.2068103,24.6845271,60.2068103,24.6559,60.2054911,1594.2334830855,14673.7334833341,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,21.64425389755,-1.01758962404624,24.6845271,60.2068103,24.6559,60.2054911
"292","Espoo",483114,"Klariksentie 2 B","02200",NA,1,"kerrostalo","2H+KK",915,53,2010,627.1,-287.9,"68.54%","VVO-kotikeskus Helsinki","/vuokra-asunto/espoo/suurpelto/kerrostalo/kaksio/483114?entryPoint=fromSearch&rentalIndex=1564",17.2641509433962,60.1841556,60.1841556,24.7407589,60.1841556,24.6559,60.2054911,5273.41592226461,11083.3343716784,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-252.35574610245,-0.0411099135267285,24.7407589,60.1841556,24.6559,60.2054911
"293","Espoo",446510,"Joupintie 2","02760",NA,1,"kerrostalo","4H+K+S",1134,84,1999,896.8,-237.2,"79.08%","Asokodit","/vuokra-asunto/espoo/kerrostalo/4h/446510?entryPoint=fromSearch&rentalIndex=6202",13.5,60.2011148,60.2011148,24.6777516,60.2011148,24.6559,60.2054911,1306.24486200497,14874.9152015762,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-33.35574610245,-3.80526085692296,24.6777516,60.2011148,24.6559,60.2054911
"294","Espoo",481180,"Asemakuja 1","02770",NA,1,"kerrostalo","2H+KK",920,46,2011,566.2,-353.8,"61.54%","VVO-kotikeskus Helsinki","/vuokra-asunto/espoo/espoon+keskus/kerrostalo/kaksio/481180?entryPoint=fromSearch&rentalIndex=2504",20,60.2044823,60.2044823,24.659656,60.2044823,24.6559,60.2054911,236.677712258208,15938.6811704399,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-247.35574610245,2.69473914307704,24.659656,60.2044823,24.6559,60.2054911
"295","Espoo",473127,"Porarinkatu 2 D-E","02650",NA,1,"kerrostalo","3h+k+s",1517,73,2010,801.1,-715.9,"52.81%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/vallikallio/kerrostalo/kolmio/473127?entryPoint=fromSearch&rentalIndex=4726",20.7808219178082,60.22495,60.22495,24.8200128,60.22495,24.6559,60.2054911,9352.70005911693,8987.73759460349,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,349.64425389755,3.47556106088526,24.8200128,60.22495,24.6559,60.2054911
"296","Espoo",476789,"Kilonpuisto 2 C","02610",NA,1,"kerrostalo","2h+avokeittiö+ s+parveke",990,52.5,2002,622.75,-367.25,"62.90%",NA,"/vuokra-asunto/espoo/kilo/kerrostalo/kaksio/476789?entryPoint=fromSearch&rentalIndex=3932",18.8571428571429,60.2171339,60.2171339,24.7886558,60.2171339,24.6559,60.2054911,7473.91339410191,9835.02058226964,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-177.35574610245,1.5518820002199,24.7886558,60.2171339,24.6559,60.2054911
"297","Espoo",437305,"Ratamotie 6","02620",NA,1,"kerrostalo","3H+K+S",1203,71,2008,783.7,-419.3,"65.15%","VVO-kotikeskus Helsinki","/vuokra-asunto/espoo/kerrostalo/kolmio/437305?entryPoint=fromSearch&rentalIndex=4015",16.943661971831,60.2320099,60.2320099,24.7756945,60.2320099,24.6559,60.2054911,7268.01633785601,11373.5733858757,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,35.64425389755,-0.361598885091972,24.7756945,60.2320099,24.6559,60.2054911
"298","Espoo",476903,"Hannuntie 24","02360",NA,1,"paritalo","4h+k+s",1450,99,1997,1027.3,-422.7,"70.85%","TA-Yhtymä Oy, Espoo","/vuokra-asunto/espoo/hannusjarvi/paritalo/4h/476903?entryPoint=fromSearch&rentalIndex=3937",14.6464646464646,60.1505429,60.1505429,24.6729293,60.1505429,24.6559,60.2054911,6194.59518626558,14896.7582399956,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,282.64425389755,-2.65879621045831,24.6729293,60.1505429,24.6559,60.2054911
"299","Espoo",984706,"Kulovalkeantie 17 A","02760",NA,1,"kerrostalo","3h+k+s",1167,71,2009,783.7,-383.3,"67.16%","Newsec Asset Management  Oy","/vuokra-asunto/espoo/tuomarila/kerrostalo/kolmio/984706?entryPoint=fromSearch&rentalIndex=317",16.4366197183099,60.2068103,60.2068103,24.6845271,60.2068103,24.6559,60.2054911,1594.2334830855,14673.7334833341,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-0.355746102449984,-0.868641138613096,24.6845271,60.2068103,24.6559,60.2054911
"300","Espoo",483935,"Mäenrinne 3-5 J","02160",NA,1,"kerrostalo","1-2h,avokeittiö,kph,s,lasitett",930,41,1995,522.7,-407.3,"56.20%","Helsingin OPKK, Iso Omena","/vuokra-asunto/espoo/westend/kerrostalo/kaksio/483935?entryPoint=fromSearch&rentalIndex=1034",22.6829268292683,60.1670397,60.1670397,24.7974834,60.1670397,24.6559,60.2054911,8948.09910473813,7828.33556549227,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-237.35574610245,5.37766597234534,24.7974834,60.1670397,24.6559,60.2054911
"301","Espoo",478851,"Lyhtykuja 2 A","02760",NA,1,"kerrostalo","2h+k+s+terassi+piha",954.49,60.5,2011,692.35,-262.14,"72.54%","Asuntosäätiö","/vuokra-asunto/espoo/tuomarila/kerrostalo/kaksio/478851?entryPoint=fromSearch&rentalIndex=3331",15.776694214876,60.206061,60.206061,24.6740269,60.206061,24.6559,60.2054911,1007.19645510754,15211.6014809742,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-212.86574610245,-1.52856664204692,24.6740269,60.206061,24.6559,60.2054911
"302","Espoo",418656,"Tuulikuja 4","02100",NA,1,"kerrostalo","2h+kk+s+ap",1316,52,2006,618.4,-697.6,"46.99%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/418656?entryPoint=fromSearch&rentalIndex=4674",25.3076923076923,60.1713438,60.1713438,24.8007668,60.1713438,24.6559,60.2054911,8892.51387788277,7641.03423219021,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,148.64425389755,8.00243145076935,24.8007668,60.1713438,24.6559,60.2054911
"303","Espoo",372653,"Vesirattaanmäki 1 B","02740",NA,1,"kerrostalo","2h+kk",782,44,2011,548.8,-233.2,"70.18%","Newsec Asset Management  Oy","/vuokra-asunto/espoo/vesirattaanmaki/kerrostalo/kaksio/372653?entryPoint=fromSearch&rentalIndex=3544",17.7727272727273,60.2273433,60.2273433,24.6672831,60.2273433,24.6559,60.2054911,2515.12947019642,16343.5738470524,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-385.35574610245,0.467466415804317,24.6672831,60.2273433,24.6559,60.2054911
"304","Espoo",474327,"Elosalamantie 2 F-G ja 4 H-I","02100",NA,1,"kerrostalo","2h+kk+s",1157,48.5,2013,587.95,-569.05,"50.82%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/474327?entryPoint=fromSearch&rentalIndex=4466",23.8556701030928,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-10.35574610245,6.55040924616983,24.8079867,60.1719596,24.6559,60.2054911
