"","municipality","aid","street_address","postal_code","population","is capital area","building","description","rent","size","build_year","tax value","euromääräinen erotus","suhteellinen erotus","rental_service","url","rent_per_sqm","geo.lat","geo_lontest","lat","lon","mun_lat","mun_lon","geodistance_m","distance_to_hel","avg_size","avg_geodistance","avg_rent","avg_rent_per_sqm","diff_to_avg_price","diff_to_avg_price_per_sqm","geo.lon","geo.lat","mun_geo.lon","mun_geo.lat"
"1","Akaa",476176,"päiväniementie 41","37800",NA,0,"omakotitalo","4h+k+pesuhuone+wc",870,70,1940,497,-373,"57.13%",NA,"/vuokra-asunto/akaa/lontila/omakotitalo/4h/476176?entryPoint=fromSearch&rentalIndex=4114",12.4285714285714,61.1097021,61.1097021,23.9284422,61.1097021,23.8673424,61.1677422,7256.89923672139,118404.004956292,70,7256.89923672139,870,12.4285714285714,0,0,23.9284422,61.1097021,23.8673424,61.1677422
"2","Alajärvi",468238,"Hoiskontie 5 as 4","62900",NA,0,"erillistalo","2 h,kk,ph-wc",465,50,1952,385,-80,"82.80%","Järviseudun OP-Kiinteistökeskus Oy LKV","/vuokra-asunto/alajarvi/erillistalo/kaksio/468238?entryPoint=fromSearch&rentalIndex=5303",9.3,63.0019235,63.0019235,23.8194081,63.0019235,23.8159264,63.0001054,268.683699465741,321134.802687951,50,268.683699465741,465,9.3,0,0,23.8194081,63.0019235,23.8159264,63.0001054
"3","Asikkala",454533,"Vesivehmaantie 305","17130",NA,0,"rivitalo","2h,k,kph,wc,",610,88,1963,597.8,-12.2,"98.00%","Realia Asuntovuokraus Lahti","/vuokra-asunto/asikkala/vesivehmaa/rivitalo/kaksio/454533?entryPoint=fromSearch&rentalIndex=6002",6.93181818181818,61.1316746,61.1316746,25.6592748,61.1316746,25.5471381,61.1721358,7535.96056842653,114191.407033233,61.75,4142.04819988815,515,9.38140204865557,95,-2.44958386683739,25.6592748,61.1316746,25.5471381,61.1721358
"4","Asikkala",482231,"Aniantie 17","17200",NA,0,"kerrostalo","2h + kk + kph + vh",420,35.5,1966,303.8,-116.2,"72.33%","Vuokraturva Oy LKV [A]","/vuokra-asunto/asikkala/vaaksy/kerrostalo/kaksio/482231?entryPoint=fromSearch&rentalIndex=2045",11.830985915493,61.1667574,61.1667574,25.5554584,61.1667574,25.5471381,61.1721358,748.135831349765,116086.631290512,61.75,4142.04819988815,515,9.38140204865557,-95,2.44958386683739,25.5554584,61.1667574,25.5471381,61.1721358
"5","Askola",481121,"askolantie 57","07510",NA,0,"kerrostalo","3h + k",700,80,1962,553,-147,"79.00%",NA,"/vuokra-asunto/askola/vakkola/kerrostalo/kolmio/481121?entryPoint=fromSearch&rentalIndex=2526",8.75,60.5179269,60.5179269,25.5870412,60.5179269,25.5978426,60.5304413,1515.28904553481,52791.2075937585,80,1515.28904553481,700,8.75,0,0,25.5870412,60.5179269,25.5978426,60.5304413
"6","Aura",479365,"Kellosepäntie 6 A","21380",NA,0,"rivitalo","4h+k+kh+vh+kph+s+erill.wc",900,93,2007,829.1,-70.9,"92.12%","Huoneistoketju Oy Turku","/vuokra-asunto/aura/hypoinen/rivitalo/4h/479365?entryPoint=fromSearch&rentalIndex=3155",9.67741935483871,60.6526517,60.6526517,22.5926159,60.6526517,22.5912172,60.6467431,662.78654864268,140001.566632258,93,662.78654864268,900,9.67741935483871,0,0,22.5926159,60.6526517,22.5912172,60.6467431
"7","Espoo",475158,"Elosalamantie 2 F-G ja 4 H-I","02100",NA,1,"kerrostalo","2h+kk",995,41,2013,522.7,-472.3,"52.53%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/475158?entryPoint=fromSearch&rentalIndex=4298",24.2682926829268,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-172.35574610245,6.96303182600387,24.8079867,60.1719596,24.6559,60.2054911
"8","Espoo",484150,"Linnustajantie 6","02940",NA,1,"kerrostalo","4H+K",1429,100,1974,949,-480,"66.41%","VVO-kotikeskus Helsinki","/vuokra-asunto/espoo/lippajarvi/kerrostalo/4h/484150?entryPoint=fromSearch&rentalIndex=870",14.29,60.2266638,60.2266638,24.7106508,60.2266638,24.6559,60.2054911,3844.07420682069,14128.0056427354,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,261.64425389755,-3.01526085692296,24.7106508,60.2266638,24.6559,60.2054911
"9","Espoo",479050,"Kuutamokatu 4 A","02210",NA,1,"kerrostalo","1h + kk + kph + vh + alkovi",610,28.5,1973,384.15,-225.85,"62.98%","Vuokraturva Oy LKV [A]","/vuokra-asunto/espoo/olari/kerrostalo/yksio/479050?entryPoint=fromSearch&rentalIndex=3267",21.4035087719298,60.1759696,60.1759696,24.7279193,60.1759696,24.6559,60.2054911,5175.20302669069,11702.1793044696,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-557.35574610245,4.09824791500687,24.7279193,60.1759696,24.6559,60.2054911
"10","Espoo",470708,"Linnatullinkatu 1","02600",NA,1,"kerrostalo","1H+KT",950.69,43,2011,540.1,-410.59,"56.81%","Ovenia Isännöinti Oy","/vuokra-asunto/espoo/leppavaara/kerrostalo/yksio/470708?entryPoint=fromSearch&rentalIndex=557",22.1090697674419,60.2189922,60.2189922,24.8083298,60.2189922,24.6559,60.2054911,8583.87035192231,9055.93847746757,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-216.66574610245,4.80380891051891,24.8083298,60.2189922,24.6559,60.2054911
"11","Espoo",474331,"Elosalamantie 2 F-G ja 4 H-I","02100",NA,1,"kerrostalo","2h+k+s",1187,50.5,2013,605.35,-581.65,"51.00%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/474331?entryPoint=fromSearch&rentalIndex=4470",23.5049504950495,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,19.64425389755,6.19968963812655,24.8079867,60.1719596,24.6559,60.2054911
"12","Espoo",480042,"Piilipuuntie 9 A","02200",NA,1,"kerrostalo","1H+KT",729,36.5,2011,483.55,-245.45,"66.33%","VVO-kotikeskus Helsinki","/vuokra-asunto/espoo/suurpelto/kerrostalo/yksio/480042?entryPoint=fromSearch&rentalIndex=2935",19.972602739726,60.1860489,60.1860489,24.739801,60.1860489,24.6559,60.2054911,5133.40719955779,11167.7592873803,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-438.35574610245,2.66734188280307,24.739801,60.1860489,24.6559,60.2054911
"13","Espoo",382770,"Hämäläistentie 35","02780",NA,1,"erillistalo","2H+K+S",1050,83,1995,888.1,-161.9,"84.58%","Asokodit","/vuokra-asunto/espoo/nakinkyla/erillistalo/kaksio/382770?entryPoint=fromSearch&rentalIndex=6454",12.6506024096386,60.2028947,60.2028947,24.6067494,60.2028947,24.6559,60.2054911,2740.99275372223,18765.2714629173,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-117.35574610245,-4.6546584472844,24.6067494,60.2028947,24.6559,60.2054911
"14","Espoo",975097,"Malmiportti 4 A-B","02200",NA,1,"kerrostalo","2h+k",1014,49,1941,675.7,-338.3,"66.64%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/niittymaa/kerrostalo/kaksio/975097?entryPoint=fromSearch&rentalIndex=5468",20.6938775510204,60.1698362,60.1698362,24.7828239,60.1698362,24.6559,60.2054911,8085.38343409402,8635.49774290772,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-153.35574610245,3.38861669409745,24.7828239,60.1698362,24.6559,60.2054911
"15","Espoo",477732,"Heimolantie 22","02330",NA,1,"omakotitalo","8 h, k, kh, parveke ja piha, r",3500,220,1935,2437,-1063,"69.63%","Realia Asuntovuokraus Helsinki","/vuokra-asunto/espoo/saunalahti/omakotitalo/5h+/477732?entryPoint=fromSearch&rentalIndex=3719",15.9090909090909,60.1650996,60.1650996,24.6026212,60.1650996,24.6559,60.2054911,5384.4154979297,18648.0885646713,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,2332.64425389755,-1.39616994783205,24.6026212,60.1650996,24.6559,60.2054911
"16","Espoo",483672,"Ukonvaaja 6 B 40","02130",NA,1,"kerrostalo","2H + K",950,52.5,1963,573.75,-376.25,"60.39%",NA,"/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/483672?entryPoint=fromSearch&rentalIndex=1216",18.0952380952381,60.1849147,60.1849147,24.7937688,60.1849147,24.6559,60.2054911,7983.93389153245,8199.46042136577,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-217.35574610245,0.789977238315139,24.7937688,60.1849147,24.6559,60.2054911
"17","Espoo",947018,"PUISTOPIHA 2","02610",NA,1,"kerrostalo","3H+K+S",1009,73,1998,801.1,-207.9,"79.40%","Newsec Asset Management  Oy","/vuokra-asunto/espoo/kilo/kerrostalo/kolmio/947018?entryPoint=fromSearch&rentalIndex=324",13.8219178082192,60.2163763,60.2163763,24.7889107,60.2163763,24.6559,60.2054911,7473.75522469492,9778.16336305414,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-158.35574610245,-3.48334304870378,24.7889107,60.2163763,24.6559,60.2054911
"18","Espoo",468097,"Meri-Hanikka 5","02360",NA,1,"erillistalo","Oh+k+ruokasali+ateljee-huone+2",3500,290,1982,2450,-1050,"70.00%","Lea Jakama Oy LKV [A]","/vuokra-asunto/espoo/erillistalo/5h+/468097?entryPoint=fromSearch&rentalIndex=5311",12.0689655172414,60.1288611,60.1288611,24.6881711,60.1288611,24.6559,60.2054911,8723.70161933829,14630.0529687722,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,2332.64425389755,-5.23629533968158,24.6881711,60.1288611,24.6559,60.2054911
"19","Espoo",957327,"PUISTOPIHA 2","02610",NA,1,"kerrostalo","2H+K",862,58.5,1998,674.95,-187.05,"78.30%","Newsec Asset Management  Oy","/vuokra-asunto/espoo/kilo/kerrostalo/kaksio/957327?entryPoint=fromSearch&rentalIndex=4850",14.7350427350427,60.2163763,60.2163763,24.7889107,60.2163763,24.6559,60.2054911,7473.75522469492,9778.16336305414,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-305.35574610245,-2.57021812188022,24.7889107,60.2163763,24.6559,60.2054911
"20","Espoo",482534,"Itsehallintotie 1 G","02600",NA,1,"kerrostalo","2h+k+s",932,56,1999,653.2,-278.8,"70.09%","Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","/vuokra-asunto/espoo/leppavaara/kerrostalo/kaksio/482534?entryPoint=fromSearch&rentalIndex=1897",16.6428571428571,60.2115962,60.2115962,24.8214036,60.2115962,24.6559,60.2054911,9202.0884623556,7983.66599160972,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-235.35574610245,-0.662403714065814,24.8214036,60.2115962,24.6559,60.2054911
"21","Espoo",481409,"Puntaritie 2","02230",NA,1,"kerrostalo","2h+k+s",947,58,2003,670.6,-276.4,"70.81%","Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","/vuokra-asunto/espoo/matinkyla/kerrostalo/kaksio/481409?entryPoint=fromSearch&rentalIndex=2408",16.3275862068966,60.161593,60.161593,24.7358567,60.161593,24.6559,60.2054911,6603.54034384343,11281.8888624261,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-220.35574610245,-0.977674650026405,24.7358567,60.161593,24.6559,60.2054911
"22","Espoo",482458,"Sininärhentie 5","02650",NA,1,"kerrostalo","2h,kt,kh,lasitettu parveke",966,50.5,2013,605.35,-360.65,"62.67%","Realia Asuntovuokraus / Suurasiakkaat","/vuokra-asunto/espoo/leppavaara/kerrostalo/kaksio/482458?entryPoint=fromSearch&rentalIndex=1950",19.1287128712871,60.2280692,60.2280692,24.8235755,60.2280692,24.6559,60.2054911,9629.39664342709,9088.82489038307,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-201.35574610245,1.82345201436417,24.8235755,60.2280692,24.6559,60.2054911
"23","Espoo",480828,"Puosunrinne","02320",NA,1,"kerrostalo","1h+k",500,17,1980,293.3,-206.7,"58.66%",NA,"/vuokra-asunto/espoo/espoonlahti/kerrostalo/yksio/480828?entryPoint=fromSearch&rentalIndex=2562",29.4117647058824,60.1494491,60.1494491,24.6460806,60.1494491,24.6559,60.2054911,6267.6747883645,16390.168979499,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-667.35574610245,12.1065038489594,24.6460806,60.1494491,24.6559,60.2054911
"24","Espoo",475153,"Elosalamantie 2 F-G ja 4 H-I","02100",NA,1,"kerrostalo","2h+kk+s",1155,48.5,2013,587.95,-567.05,"50.90%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/475153?entryPoint=fromSearch&rentalIndex=4295",23.8144329896907,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-12.35574610245,6.50917213276777,24.8079867,60.1719596,24.6559,60.2054911
"25","Espoo",461394,"Väli-Henttaan tie 9","02200",NA,1,"omakotitalo","VILLA; 6r, s, yard, parking",3750,289,2003,2680.3,-1069.7,"71.47%","Celine Oy Ab LKV AFM","/vuokra-asunto/espoo/henttaa/omakotitalo/5h+/461394?entryPoint=fromSearch&rentalIndex=5754",12.9757785467128,60.1887157,60.1887157,24.7267311,60.1887157,24.6559,60.2054911,4350.75969557528,11932.4333513422,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,2582.64425389755,-4.32948231021015,24.7267311,60.1887157,24.6559,60.2054911
"26","Espoo",467754,"Rakentajaintie 22","02330",NA,1,"omakotitalo","VILLA; 5r, sauna, garage",2700,197,2000,1879.9,-820.1,"69.63%","Celine Oy Ab LKV AFM","/vuokra-asunto/espoo/kattilalaakso/omakotitalo/5h+/467754?entryPoint=fromSearch&rentalIndex=5340",13.7055837563452,60.1650368,60.1650368,24.6436166,60.1650368,24.6559,60.2054911,4558.47558919221,16373.4161506894,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,1532.64425389755,-3.59967710057778,24.6436166,60.1650368,24.6559,60.2054911
"27","Espoo",477718,"Katajatie 15","02360",NA,1,"paritalo","4h,k s,p",1600,94,2003,983.8,-616.2,"61.49%","24 Housing Oy Espoo","/vuokra-asunto/espoo/hannusjarvi/paritalo/4h/477718?entryPoint=fromSearch&rentalIndex=3733",17.0212765957447,60.1484215,60.1484215,24.6696312,60.1484215,24.6559,60.2054911,6403.93516115366,15114.0253874653,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,432.64425389755,-0.283984261178276,24.6696312,60.1484215,24.6559,60.2054911
"28","Espoo",475875,"Tiimalasintie 5","02330",NA,1,"kerrostalo","2h+kt",829,42,2013,531.4,-297.6,"64.10%","Realia Asuntovuokraus / Suurasiakkaat","/vuokra-asunto/espoo/saunalahti/kerrostalo/kaksio/475875?entryPoint=fromSearch&rentalIndex=4159",19.7380952380952,60.1676916,60.1676916,24.6133712,60.1676916,24.6559,60.2054911,4827.48649779268,18044.6378134153,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-338.35574610245,2.43283438117228,24.6133712,60.1676916,24.6559,60.2054911
"29","Espoo",475717,"Patokuja 6","02740",NA,1,"paritalo","5H+K+S",1370,106.5,2002,1092.55,-277.45,"79.75%","AVAIN Asumisoikeus Oy","/vuokra-asunto/espoo/karhusuo/paritalo/5h+/475717?entryPoint=fromSearch&rentalIndex=4193",12.8638497652582,60.2263401,60.2263401,24.6573967,60.2263401,24.6559,60.2054911,2324.39245370889,16807.4909996233,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,202.64425389755,-4.44141109166474,24.6573967,60.2263401,24.6559,60.2054911
"30","Espoo",474329,"Elosalamantie 2 F-G ja 4 H-I","02100",NA,1,"kerrostalo","2h+kk+s",1159,48.5,2013,587.95,-571.05,"50.73%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/474329?entryPoint=fromSearch&rentalIndex=4468",23.8969072164948,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-8.35574610244998,6.59164635957189,24.8079867,60.1719596,24.6559,60.2054911
"31","Espoo",479454,"Peuramäenkuja 3","02750",NA,1,"paritalo","3h+k+s",1500,93,1996,975.1,-524.9,"65.01%","TA-Asunnot Oy, Espoo","/vuokra-asunto/espoo/sepankyla/paritalo/kolmio/479454?entryPoint=fromSearch&rentalIndex=3126",16.1290322580645,60.2037991,60.2037991,24.734077,60.2037991,24.6559,60.2054911,4339.40359218781,11949.8135036481,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,332.64425389755,-1.17622859885844,24.734077,60.2037991,24.6559,60.2054911
"32","Espoo",482783,"Mäenrinne 17","02160",NA,1,"omakotitalo","VILLA; 6r, s, garage, yard",3900,270,1981,2292,-1608,"58.77%","Celine Oy Ab LKV AFM","/vuokra-asunto/espoo/westend/omakotitalo/5h+/482783?entryPoint=fromSearch&rentalIndex=1752",14.4444444444444,60.1652856,60.1652856,24.7926239,60.1652856,24.6559,60.2054911,8810.25016206176,8108.05646590407,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,2732.64425389755,-2.86081641247851,24.7926239,60.1652856,24.6559,60.2054911
"33","Espoo",447184,"Soukansyrjä 3 A","02360",NA,1,"erillistalo","4-5h+k+rt+khh+vh+s+varastot",2200,155.5,2007,1518.85,-681.15,"69.04%","Lea Jakama Oy LKV [A]","/vuokra-asunto/espoo/erillistalo/4h/447184?entryPoint=fromSearch&rentalIndex=1339",14.1479099678457,60.132871,60.132871,24.6797056,60.132871,24.6559,60.2054911,8198.20016469842,14947.3759739491,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,1032.64425389755,-3.1573508890773,24.6797056,60.132871,24.6559,60.2054911
"34","Espoo",483828,"Piilipuuntie 12","02200",NA,1,"rivitalo","3h+k+s",1390,87.5,2012,927.25,-462.75,"66.71%","TA-Yhtymä Oy, Espoo","/vuokra-asunto/espoo/suurpelto/rivitalo/kolmio/483828?entryPoint=fromSearch&rentalIndex=1110",15.8857142857143,60.1887561,60.1887561,24.7385548,60.1887561,24.6559,60.2054911,4949.31618413012,11287.9179263538,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,222.64425389755,-1.41954657120867,24.7385548,60.1887561,24.6559,60.2054911
"35","Espoo",325624,"Perkkaankuja 3","02600",NA,1,"kerrostalo","1h+kk",847,35.5,1997,474.85,-372.15,"56.06%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/perkkaa/kerrostalo/yksio/325624?entryPoint=fromSearch&rentalIndex=2780",23.8591549295775,60.2166728,60.2166728,24.8235791,60.2166728,24.6559,60.2054911,9379.92519674689,8231.70085646861,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-320.35574610245,6.55389407265451,24.8235791,60.2166728,24.6559,60.2054911
"36","Espoo",479910,"Markkinakatu 2","02230",NA,1,"kerrostalo","2h+kk+s",951,56,2007,653.2,-297.8,"68.69%","Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","/vuokra-asunto/espoo/matinkyla/kerrostalo/kaksio/479910?entryPoint=fromSearch&rentalIndex=2954",16.9821428571429,60.1607605,60.1607605,24.7366801,60.1607605,24.6559,60.2054911,6703.03569243859,11244.4506175114,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-216.35574610245,-0.323117999780099,24.7366801,60.1607605,24.6559,60.2054911
"37","Espoo",436145,"Kirvuntie 18 C-D","02140",NA,1,"kerrostalo","2h+k",968,60.5,1975,636.95,-331.05,"65.80%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/laajalahti/kerrostalo/kaksio/436145?entryPoint=fromSearch&rentalIndex=2681",16,60.2029842,60.2029842,24.8040137,60.2029842,24.6559,60.2054911,8218.49587050753,8318.85546644053,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-199.35574610245,-1.30526085692296,24.8040137,60.2029842,24.6559,60.2054911
"38","Espoo",479899,"Elosalamantie 2 A-E ja 4 A-G","02100",NA,1,"kerrostalo","2h+k",867,47.6,1966,535.04,-331.96,"61.71%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/479899?entryPoint=fromSearch&rentalIndex=2967",18.2142857142857,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-300.35574610245,0.909024857362759,24.8079867,60.1719596,24.6559,60.2054911
"39","Espoo",476884,"Kulovalkeantie 12","02760",NA,1,"kerrostalo","2h+k+s+parveke",971.78,57,2006,661.9,-309.88,"68.11%","Asuntosäätiö","/vuokra-asunto/espoo/tuomarila/kerrostalo/kaksio/476884?entryPoint=fromSearch&rentalIndex=3943",17.0487719298246,60.2071968,60.2071968,24.6812186,60.2071968,24.6559,60.2054911,1416.77455831815,14861.9290168504,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-195.57574610245,-0.256488927098395,24.6812186,60.2071968,24.6559,60.2054911
"40","Espoo",482732,"Eestintaival 3","02280",NA,1,"kerrostalo","3 h,k,sauna",1004,78.5,1995,848.95,-155.05,"84.56%","Realia Asuntovuokraus Helsinki","/vuokra-asunto/espoo/eestinlaakso/kerrostalo/kolmio/482732?entryPoint=fromSearch&rentalIndex=1797",12.7898089171975,60.1697154,60.1697154,24.6751341,60.1697154,24.6559,60.2054911,4126.35458447715,14613.787839384,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-163.35574610245,-4.5154519397255,24.6751341,60.1697154,24.6559,60.2054911
"41","Espoo",402253,"Kotkatie 6","02620",NA,1,"kerrostalo","2h+k",1002,59,1965,625.1,-376.9,"62.39%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/karakallio/kerrostalo/kaksio/402253?entryPoint=fromSearch&rentalIndex=1666",16.9830508474576,60.2301545,60.2301545,24.7628578,60.2301545,24.6559,60.2054911,6534.79834762322,11827.8281378908,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-165.35574610245,-0.32221000946533,24.7628578,60.2301545,24.6559,60.2054911
"42","Espoo",477736,"Matinniitynkuja 1","02230",NA,1,"kerrostalo","2h,k,kh,parveke",1075,50,2013,601,-474,"55.91%","Realia Asuntovuokraus / Suurasiakkaat","/vuokra-asunto/espoo/matinkyla/kerrostalo/kaksio/477736?entryPoint=fromSearch&rentalIndex=3722",21.5,60.160032,60.160032,24.7451076,60.160032,24.6559,60.2054911,7082.23991764862,10786.5881669102,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-92.35574610245,4.19473914307704,24.7451076,60.160032,24.6559,60.2054911
"43","Espoo",484664,"Postipuuntie 10 A","02650",NA,1,"kerrostalo","3h+k+s",1056,82,1996,879.4,-176.6,"83.28%","Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","/vuokra-asunto/espoo/leppavaara/kerrostalo/kolmio/484664?entryPoint=fromSearch&rentalIndex=407",12.8780487804878,60.2223643,60.2223643,24.8234763,60.2223643,24.6559,60.2054911,9478.61883967528,8651.20873437235,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-111.35574610245,-4.42721207643515,24.8234763,60.2223643,24.6559,60.2054911
"44","Espoo",481439,"Linnatullinkatu 1","02600",NA,1,"kerrostalo","2H+K",1144,51,2011,609.7,-534.3,"53.30%","Ovenia Isännöinti Oy","/vuokra-asunto/espoo/leppavaara/kerrostalo/kaksio/481439?entryPoint=fromSearch&rentalIndex=2398",22.4313725490196,60.2189922,60.2189922,24.8083298,60.2189922,24.6559,60.2054911,8583.87035192231,9055.93847746757,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-23.35574610245,5.12611169209665,24.8083298,60.2189922,24.6559,60.2054911
"45","Espoo",480752,"Elosalamantie 2 A-E ja 4 A-G","02100",NA,1,"kerrostalo","3h+k",963,77.5,1966,771.25,-191.75,"80.09%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kolmio/480752?entryPoint=fromSearch&rentalIndex=2682",12.4258064516129,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-204.35574610245,-4.87945440531005,24.8079867,60.1719596,24.6559,60.2054911
"46","Espoo",483239,"Piilipuuntie 1 B","02200",NA,1,"kerrostalo","2 h + kk + pihaterassi",871.42,50.5,2012,605.35,-266.07,"69.47%","Asuntosäätiö","/vuokra-asunto/espoo/suurpelto/kerrostalo/kaksio/483239?entryPoint=fromSearch&rentalIndex=1501",17.2558415841584,60.1850196,60.1850196,24.7397957,60.1850196,24.6559,60.2054911,5182.64348983209,11150.2730978734,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-295.93574610245,-0.0494192727645419,24.7397957,60.1850196,24.6559,60.2054911
"47","Espoo",474328,"Elosalamantie 2 F-G ja 4 H-I","02100",NA,1,"kerrostalo","2h+kk+s",1159,48.5,2013,587.95,-571.05,"50.73%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/tapiola/kerrostalo/kaksio/474328?entryPoint=fromSearch&rentalIndex=4467",23.8969072164948,60.1719596,60.1719596,24.8079867,60.1719596,24.6559,60.2054911,9228.10412913853,7242.16273272731,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-8.35574610244998,6.59164635957189,24.8079867,60.1719596,24.6559,60.2054911
"48","Espoo",472973,"Ulappakatu 1","02320",NA,1,"kerrostalo","2h,avok.,sauna,lasitettu parve",955,58,2013,670.6,-284.4,"70.22%","Realia Asuntovuokraus / Suurasiakkaat","/vuokra-asunto/espoo/espoonlahti/kerrostalo/kaksio/472973?entryPoint=fromSearch&rentalIndex=4743",16.4655172413793,60.1507508,60.1507508,24.65515,60.1507508,24.6559,60.2054911,6099.04949509927,15871.1502766091,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-212.35574610245,-0.839743615543647,24.65515,60.1507508,24.6559,60.2054911
"49","Espoo",431632,"Matinniitynkuja 6","02230",NA,1,"kerrostalo","2h+kk",1078,49,2013,592.3,-485.7,"54.94%","SATO Vuokraus ja myynti / Helsinki","/vuokra-asunto/espoo/matinkyla/kerrostalo/kaksio/431632?entryPoint=fromSearch&rentalIndex=4124",22,60.1595716,60.1595716,24.743698,60.1595716,24.6559,60.2054911,7064.86885668357,10869.8153430468,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,-89.35574610245,4.69473914307704,24.743698,60.1595716,24.6559,60.2054911
"50","Espoo",477112,"Piilipuuntie 14","02200",NA,1,"rivitalo","5h+k+s",1985,125,2012,1253.5,-731.5,"63.15%","TA-Yhtymä Oy, Espoo","/vuokra-asunto/espoo/suurpelto/rivitalo/5h+/477112?entryPoint=fromSearch&rentalIndex=3866",15.88,60.1887561,60.1887561,24.7385548,60.1887561,24.6559,60.2054911,4949.31618413012,11287.9179263538,70.9648106904232,6449.46808369524,1167.35574610245,17.305260856923,817.64425389755,-1.42526085692296,24.7385548,60.1887561,24.6559,60.2054911
